time,2000q2,2000q3,2000q4,2001q1,2001q2,2001q3,2001q4,2002q1,2002q2,2002q3,2002q4,2003q1,2003q2,2003q3,2003q4,2004q1,2004q2,2004q3,2004q4,2005q1,2005q2,2005q3,2005q4,2006q1,2006q2,2006q3,2006q4,2007q1,2007q2,2007q3,2007q4,2008q1,2008q2,2008q3,2008q4,2009q1,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4,2022q1,2022q2,2022q3,2022q4,2023q1,2023q2,2023q3,2023q4,2024q1,2024q2,2024q3,2024q4,2025q1,2025q2,2025q3,2025q4,2026q1
1991-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112070.70518555,112070.70518555,112070.70518555,112070.70518555,112070.70518555,112070.70518555,112070.70518555,112070.70518555,113236.240644796,113236.240644796,113236.240644796,113236.240644796,113236.240644796,113236.240644796,113236.240644796,113236.240644796,113168.773914922,113168.773914922,113168.773914922,113168.773914922,113168.773914922,113168.773914922,113168.773914922,113168.773914922,113168.773914922,113168.773914922,113168.773914922,113168.773914922,114400.39036346,114403.904180549,114403.788137794
1991-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111483.65768265,111483.65768265,111483.65768265,111483.65768265,111483.65768265,111483.65768265,111483.65768265,111483.65768265,112154.164120036,112154.164120036,112154.164120036,112154.164120036,112154.164120036,112154.164120036,112154.164120036,112154.164120036,111915.164626749,111915.164626749,111915.164626749,111915.164626749,111915.164626749,111915.164626749,111915.164626749,111915.164626749,111915.164626749,111915.164626749,111915.164626749,111915.164626749,113211.884622379,113215.361934379,113215.247097116
1991-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111530.475829812,111530.475829812,111530.475829812,111530.475829812,111530.475829812,111530.475829812,111530.475829812,111530.475829812,112154.298993745,112154.298993745,112154.298993745,112154.298993745,112154.298993745,112154.298993745,112154.298993745,112154.298993745,111770.330596662,111770.330596662,111770.330596662,111770.330596662,111770.330596662,111770.330596662,111770.330596662,111770.330596662,111770.330596662,111770.330596662,111770.330596662,111770.330596662,113120.983858297,113124.458378045,113124.343632573
1991-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111644.523309874,111644.523309874,111644.523309874,111644.523309874,111644.523309874,111644.523309874,111644.523309874,111644.523309874,112552.373839676,112552.373839676,112552.373839676,112552.373839676,112552.373839676,112552.373839676,112552.373839676,112552.373839676,112079.551793109,112079.551793109,112079.551793109,112079.551793109,112079.551793109,112079.551793109,112079.551793109,112079.551793109,112079.551793109,112079.551793109,112079.551793109,112079.551793109,113346.098117125,113349.579550863,113349.464576291
1992-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112324.294885463,112324.294885463,112324.294885463,112324.294885463,112324.294885463,112324.294885463,112324.294885463,112324.294885463,113402.165948605,113402.165948605,113402.165948605,113402.165948605,113402.165948605,113402.165948605,113402.165948605,113402.165948605,113004.59655285,113004.59655285,113004.59655285,113004.59655285,113004.59655285,113004.59655285,113004.59655285,113004.59655285,113004.59655285,113004.59655285,113004.59655285,113004.59655285,113992.822407273,113996.323704594,113996.208072904
1992-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112045.125760414,112045.125760414,112045.125760414,112045.125760414,112045.125760414,112045.125760414,112045.125760414,112045.125760414,112949.78034397,112949.78034397,112949.78034397,112949.78034397,112949.78034397,112949.78034397,112949.78034397,112949.78034397,112790.787491855,112790.787491855,112790.787491855,112790.787491855,112790.787491855,112790.787491855,112790.787491855,112790.787491855,112790.787491855,112790.787491855,112790.787491855,112790.787491855,113895.120455905,113898.618752484,113898.503220231
1992-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111200.715710862,111200.715710862,111200.715710862,111200.715710862,111200.715710862,111200.715710862,111200.715710862,111200.715710862,111799.687901652,111799.687901652,111799.687901652,111799.687901652,111799.687901652,111799.687901652,111799.687901652,111799.687901652,111651.982865117,111651.982865117,111651.982865117,111651.982865117,111651.982865117,111651.982865117,111651.982865117,111651.982865117,111651.982865117,111651.982865117,111651.982865117,111651.982865117,113068.157236278,113071.63013357,113071.515441898
1992-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110410.595031044,110410.595031044,110410.595031044,110410.595031044,110410.595031044,110410.595031044,110410.595031044,110410.595031044,110943.776487325,110943.776487325,110943.776487325,110943.776487325,110943.776487325,110943.776487325,110943.776487325,110943.776487325,110835.755590095,110835.755590095,110835.755590095,110835.755590095,110835.755590095,110835.755590095,110835.755590095,110835.755590095,110835.755590095,110835.755590095,110835.755590095,110835.755590095,112500.930739206,112504.386215795,112504.272102609
1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110458.931363026,110458.931363026,110458.931363026,110458.931363026,110458.931363026,110458.931363026,110458.931363026,110458.931363026,110771.709693601,110771.709693601,110771.709693601,110771.709693601,110771.709693601,110771.709693601,110771.709693601,110771.709693601,110684.876255112,110684.876255112,110684.876255112,110684.876255112,110684.876255112,110684.876255112,110684.876255112,110684.876255112,110684.876255112,110684.876255112,110684.876255112,110684.876255112,112127.004588543,112130.448582406,112130.334852987
1993-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111313.523175238,111313.523175238,111313.523175238,111313.523175238,111313.523175238,111313.523175238,111313.523175238,111313.523175238,111996.036532673,111996.036532673,111996.036532673,111996.036532673,111996.036532673,111996.036532673,111996.036532673,111996.036532673,111910.816424425,111910.816424425,111910.816424425,111910.816424425,111910.816424425,111910.816424425,111910.816424425,111910.816424425,111910.816424425,111910.816424425,111910.816424425,111910.816424425,113155.751483413,113159.227074653,113159.112300502
1993-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111559.491712789,111559.491712789,111559.491712789,111559.491712789,111559.491712789,111559.491712789,111559.491712789,111559.491712789,112393.556268737,112393.556268737,112393.556268737,112393.556268737,112393.556268737,112393.556268737,112393.556268737,112393.556268737,112288.112378531,112288.112378531,112288.112378531,112288.112378531,112288.112378531,112288.112378531,112288.112378531,112288.112378531,112288.112378531,112288.112378531,112288.112378531,112288.112378531,113587.232880199,113590.721720525,113590.606501567
1993-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112095.097884777,112095.097884777,112095.097884777,112095.097884777,112095.097884777,112095.097884777,112095.097884777,112095.097884777,113062.567960522,113062.567960522,113062.567960522,113062.567960522,113062.567960522,113062.567960522,113062.567960522,113062.567960522,112752.083524276,112752.083524276,112752.083524276,112752.083524276,112752.083524276,112752.083524276,112752.083524276,112752.083524276,112752.083524276,112752.083524276,112752.083524276,112752.083524276,114208.820508672,114212.328433923,114212.212571305
1994-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112617.815835598,112617.815835598,112617.815835598,112617.815835598,112617.815835598,112617.815835598,112617.815835598,112617.815835598,113623.647847193,113623.647847193,113623.647847193,113623.647847193,113623.647847193,113623.647847193,113623.647847193,113623.647847193,113468.906100997,113468.906100997,113468.906100997,113468.906100997,113468.906100997,113468.906100997,113468.906100997,113468.906100997,113468.906100997,113468.906100997,113468.906100997,113468.906100997,114851.21700783,114854.744653778,114854.628120219
1994-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112258.076085438,112258.076085438,112258.076085438,112258.076085438,112258.076085438,112258.076085438,112258.076085438,112258.076085438,112447.137645248,112447.137645248,112447.137645248,112447.137645248,112447.137645248,112447.137645248,112447.137645248,112447.137645248,112360.527671184,112360.527671184,112360.527671184,112360.527671184,112360.527671184,112360.527671184,112360.527671184,112360.527671184,112360.527671184,112360.527671184,112360.527671184,112360.527671184,113895.731152912,113899.229454233,113899.113895726
1994-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113033.123774337,113033.123774337,113033.123774337,113033.123774337,113033.123774337,113033.123774337,113033.123774337,113033.123774337,113655.162306208,113655.162306208,113655.162306208,113655.162306208,113655.162306208,113655.162306208,113655.162306208,113655.162306208,113493.816090953,113493.816090953,113493.816090953,113493.816090953,113493.816090953,113493.816090953,113493.816090953,113493.816090953,113493.816090953,113493.816090953,113493.816090953,113493.816090953,114831.652096948,114835.179161451,114835.062683392
1994-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113414.796338386,113414.796338386,113414.796338386,113414.796338386,113414.796338386,113414.796338386,113414.796338386,113414.796338386,114218.58023401,114218.58023401,114218.58023401,114218.58023401,114218.58023401,114218.58023401,114218.58023401,114218.58023401,114137.227819126,114137.227819126,114137.227819126,114137.227819126,114137.227819126,114137.227819126,114137.227819126,114137.227819126,114137.227819126,114137.227819126,114137.227819126,114137.227819126,115227.910093071,115231.449358756,115231.332533782
1995-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112789.395922409,112784.443339414,112787.37765108,112780.913233084,112769.846188974,112772.502150569,112771.50206133,112773.877976481,113732.605700311,113732.167599434,113736.988499321,113738.314482415,113762.317900907,113796.472907662,113791.72692828,113782.953753876,113557.214941173,113563.678379149,113566.068845598,113559.264021136,113432.171598844,113412.193036089,113419.908677539,113573.251877486,113552.178535277,113555.761781342,113587.495884352,113589.338597431,114808.837588344,114812.376491235,114814.978563903
1995-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113087.756279784,113088.454519335,113088.030594496,113083.903856108,113076.898360893,113074.900438624,113077.164483172,113076.983403264,113880.204739118,113878.493629397,113878.417850391,113877.182928455,113865.310972621,113850.298196945,113867.901548788,113860.477841139,113757.02106404,113751.723588919,113765.423535619,113778.007342406,113805.577856683,113722.671269067,113755.870921864,113659.546873094,113783.31376663,113786.368515157,113774.544067155,113804.083350444,115190.947782122,115183.726492638,115185.643816854
1995-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113876.316392367,113876.094602379,113880.2963758,113873.433169238,113883.830372135,113880.27608394,113877.332593386,113872.856016324,114493.262601993,114491.931955711,114491.045989999,114490.033646921,114463.588019622,114427.910330897,114428.133363698,114445.23341492,114337.703960208,114339.32495622,114326.317409844,114357.94208482,114391.234290229,114485.387046587,114385.048489487,114399.783397702,114445.828434009,114481.276742949,114455.397847712,114411.161520191,115809.849165296,115785.545386117,115783.791798252
1995-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113997.60666351,113995.885910959,113994.306101774,113986.796751209,114003.505695242,114006.584321587,114005.977400639,114009.52992621,114499.254906075,114501.594542426,114500.551125407,114501.82419554,114505.994065461,114514.382635246,114504.002846737,114482.243687738,114248.133964033,114249.716126274,114212.079997932,114215.160751011,114280.534261079,114273.454502704,114344.375453307,114278.359346406,114207.124315288,114228.346223228,114225.987231511,114177.86414418,115566.700891672,115544.525768471,115539.77846722
1996-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114288.677277489,114288.120454865,114288.444001233,114285.704400677,114285.700091902,114287.850970729,114288.948317505,114289.282624298,115093.70732658,115093.698570915,115097.060152004,115098.824197273,115120.153374624,115137.428458031,115136.317978108,115124.718148374,114735.385551977,114738.017599499,114735.805230347,114735.651432478,114643.050588063,114637.854547517,114657.455881688,114734.224253318,114704.380987952,114723.899397637,114752.163591342,114729.835907093,116429.563040101,116415.326334029,116414.550864099
1996-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113982.884174582,113980.36180983,113982.485041658,113974.18141916,113964.385069657,113962.523411191,113961.325419925,113960.888650809,114694.703213749,114693.827433018,114693.783485303,114692.924328401,114680.506475631,114665.888534474,114677.444717606,114673.280751682,114324.288537487,114325.340156758,114321.027700889,114334.792742225,114397.889226451,114337.573123188,114352.60696673,114317.341068614,114378.707682142,114372.929861572,114360.518475216,114391.159887319,115690.519272597,115697.031357604,115699.233323571
1996-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113645.554430237,113643.807200899,113647.526520438,113642.251696104,113653.409539095,113649.548814981,113646.900949763,113644.703220326,114376.096125065,114375.094506366,114374.444384305,114373.023637552,114359.041061492,114327.181399398,114326.195549511,114344.406326394,114264.972390927,114265.017372002,114255.130867783,114278.301900674,114278.538302864,114343.405940803,114243.65391241,114272.726695881,114314.16765955,114296.899080134,114278.472800661,114283.496878338,115419.329050812,115443.565236791,115444.617599639
1996-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114249.653968175,114247.435568422,114247.409051251,114242.934566238,114255.636657014,114258.072589807,114257.317539623,114261.506105231,115021.997565422,115023.08833072,115023.684381242,115024.295911137,115045.679729322,115052.477126159,115043.54174003,115027.630312661,114852.275415587,114850.316574952,114840.340418818,114842.530574228,114814.741840203,114807.083928033,114837.671215794,114778.353622948,114798.746956885,114785.317666828,114790.4453694,114797.752558471,115955.358867548,115985.057028157,115983.044197236
1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115124.935292162,115123.918291541,115121.566569099,115114.036444745,115110.914374842,115112.563251105,115114.602112888,115114.633921852,116008.421119674,116008.479497646,116009.252459106,116011.072787304,116018.942445297,116009.700242299,116011.576569572,115997.226366054,116036.250591207,116038.009504469,116024.881805194,116031.036449043,116039.689323159,116014.151539427,116027.54438822,116086.014702885,116097.525139076,116096.409450656,116108.505263407,116097.311226366,116600.765634091,116629.252099362,116628.827616847
1997-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115948.343710506,115947.566640911,115952.0785301,115948.376205867,115934.694759242,115934.3562296,115934.395277716,115931.603067018,116576.722434271,116576.397747243,116577.515530514,116576.577304002,116576.648683221,116573.60366159,116580.910499975,116583.004965958,116342.333993918,116346.5394384,116351.08184667,116364.33440985,116339.619207491,116317.224337161,116330.813923039,116310.334416441,116356.247454616,116337.362551942,116342.142331502,116360.082479621,117725.595912442,117719.225221993,117720.764377069
1997-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117319.30034858,117319.922223672,117321.931671711,117312.970780327,117323.022528049,117321.443100777,117320.303058694,117317.871050652,118051.230700289,118050.502463675,118050.433595982,118049.479310729,118037.196793514,118006.570405335,118006.361852939,118020.538716151,117590.254520105,117592.487297401,117582.788745287,117604.107716332,117638.028348418,117689.044647403,117602.207251373,117615.567112776,117640.209122413,117631.825561444,117613.754231453,117646.745230502,119416.991149752,119448.47868431,119449.907666438
1997-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118393.248559059,118391.069226974,118390.829198881,118387.673703335,118397.2146905,118398.972249034,118397.056620506,118401.609857235,118861.279213858,118861.776103191,118861.93758883,118862.619449454,118867.449217296,118881.120947741,118873.890488453,118855.319294995,118496.070458151,118495.391603863,118515.433615322,118519.738187182,118475.021882875,118476.148042446,118494.850509181,118437.221655431,118468.030326466,118446.869109437,118453.376418265,118440.582489673,119890.662096493,119916.876743242,119911.028872676
1998-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119223.648944975,119217.55806759,119218.861684948,119212.23692899,119202.64764721,119202.61411905,119203.953225332,119204.562489747,120026.715589805,120027.000116648,120029.006300377,120030.541757791,120048.604568473,120053.120681179,120056.852398456,120042.203388927,119571.835776219,119579.371563741,119580.275155134,119588.335039042,119574.404828808,119569.797498668,119601.104233476,119626.915546137,119651.32979694,119626.350974908,119649.14580807,119654.051228551,120764.977371738,120800.151152315,120802.341211337
1998-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120630.857723675,120632.353369136,120635.544516081,120634.15963499,120633.904018103,120633.29061578,120632.799246763,120627.906317057,121189.467963843,121189.174004473,121188.869174216,121187.958971855,121182.240496063,121160.555605465,121165.380695712,121173.053130459,120842.200521649,120841.916028974,120847.986715555,120864.474925681,120876.598779365,120836.732681885,120842.809830427,120837.630314329,120879.65954309,120869.275457034,120864.561831554,120892.875517173,121980.983648083,121996.493163572,121997.11521168
1998-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120504.116226316,120506.167553138,120507.60323686,120499.979231681,120517.342464426,120516.504041653,120518.592389237,120519.595041034,121357.905377999,121357.310816742,121357.851697982,121356.504081552,121339.097166874,121324.603089356,121321.686494465,121340.401237657,120875.381120252,120872.869462188,120863.504898282,120880.483496519,120888.789891418,120929.699015282,120869.705276131,120901.355655159,120915.224588134,120912.42067414,120894.550288817,120906.39746324,121935.60715611,121927.660047818,121927.041326833
1998-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120101.88506833,120101.69849533,120102.306743791,120098.96865662,120106.498323734,120108.707401282,120108.427663763,120111.739176903,121012.817326905,121013.048761583,121013.424665295,121013.585799793,121007.495693696,121032.878154565,121024.992087107,121013.396883964,120768.551289983,120764.054744306,120808.837138055,120815.98147572,120729.909308819,120725.871242319,120761.033397299,120729.242706914,120728.899980837,120729.59885683,120732.949810949,120714.23106481,121276.172585622,121295.259374361,121293.411077445
1999-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120182.671188283,120182.05501,120182.798427398,120185.578895948,120177.669504243,120177.162581246,120178.982490555,120178.10144258,121314.146785534,121314.146848801,121314.419981517,121314.330709927,121325.014097068,121328.453724026,121330.261506928,121333.638761101,120968.292979884,120964.329954326,120972.483137831,120981.50977765,120906.555970884,120901.057023935,120925.749917461,120952.388881893,120939.664127741,120917.39133346,120933.038565504,120953.712957295,121958.977214877,121990.902125474,121991.856991347
1999-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121275.028399702,121273.050433336,121278.605291079,121273.734208929,121261.663078054,121262.854872812,121262.554218088,121259.213716959,122142.495173182,122142.469651102,122144.022606716,122143.792307781,122140.513901772,122127.068954875,122132.412339866,122135.482120055,121658.917283005,121666.15951144,121662.705439612,121680.264589135,121722.736397573,121688.299763751,121713.04468154,121714.193434428,121735.614739521,121713.581520975,121715.664632637,121732.238183487,122649.630291001,122662.943803812,122665.424587923
1999-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122025.865441238,122028.121153848,122028.986745268,122025.139128729,122031.11768776,122030.13458243,122033.415680246,122037.827824323,122841.076203225,122840.533227015,122839.8218596,122838.776744085,122826.580759915,122818.01838814,122814.925162019,122831.760629782,122403.714143372,122402.045101614,122405.87726552,122421.899446592,122412.396627587,122451.407911817,122393.945126444,122408.596573162,122389.044609946,122420.723149893,122401.79349545,122406.163685651,123604.416918388,123576.086764314,123576.065362731
1999-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124911.517865779,124915.027707233,124916.974822822,124917.255666953,124923.157669844,124927.264508591,124929.024192368,124928.151247125,125815.963829007,125816.128860878,125817.616596023,125817.457863383,125816.536191701,125836.574763977,125827.832666151,125826.493422666,125398.379306841,125386.691220763,125412.636833754,125415.839369539,125293.329783972,125285.930710055,125326.306816257,125295.907980568,125323.392723512,125348.7316048,125351.07236615,125325.065401794,126492.421425791,126479.56169904,126476.649647119
2000-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125881.153525762,125876.707290142,125880.879680348,125875.923512744,125858.686112944,125859.386650235,125861.846704202,125859.110431935,126649.221817781,126649.307804395,126649.586000673,126648.696296856,126653.915676033,126671.288700689,126673.336898142,126680.601552944,126032.875947993,126030.704524188,126026.326508882,126035.411306545,125988.066740626,125977.013967071,126025.057578122,126054.091026872,126022.454257026,126023.982432891,126034.689407451,126041.245447745,127037.651520847,127030.091130386,127032.261408783
2000-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126407.193311654,126410.088803883,126412.510347941,126410.79691741,126413.757660318,126415.54192818,126416.47805004,126414.563640606,127038.322645617,127038.170668793,127038.436567056,127037.659430312,127038.774685015,127025.175002462,127027.485618694,127034.732632713,126434.794714408,126434.113176419,126424.909191162,126440.826275089,126433.621555515,126405.120499728,126411.872996139,126413.101388306,126429.059801549,126425.159533271,126428.797312503,126441.907983541,127264.103223376,127269.405452371,127269.049364915
2000-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127388.803470263,127384.424925458,127383.629820168,127375.602761966,127379.167435889,127373.944496339,127372.658867896,127377.77282631,127881.126154135,127880.711792078,127881.170680758,127881.417719861,127875.29050692,127857.980737442,127856.792980955,127853.387457542,127473.215358697,127478.241757088,127463.134122501,127479.949186741,127543.740359323,127589.359423627,127525.477281638,127528.275801589,127534.592838334,127561.48037239,127542.8654529,127518.229321732,128136.379982729,128114.472133341,128112.427854681
2000-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128639.744982961,128635.877223103,128636.094375115,128628.899383754,128641.030285435,128640.77057753,128636.087886386,128633.758207411,129485.17368992,129485.376759931,129486.305120074,129488.121925405,129484.007924607,129478.228804503,129475.740136299,129453.649295454,129402.389683446,129402.940525395,129396.58018676,129405.627481494,129411.030394187,129405.510905337,129437.721062388,129396.750899107,129412.377996188,129441.117591601,129438.260445151,129385.732451698,129955.932600643,129945.638848692,129942.93470117
2001-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128688.258514546,128682.969594864,128687.042728692,128680.196721113,128665.556171429,128666.100494407,128665.586577798,128666.248106003,129747.782776694,129747.769358308,129748.04773215,129747.310163778,129754.633965274,129763.79144993,129768.007217425,129763.813254745,129389.842341006,129391.881299375,129367.214434069,129377.880985603,129361.486958158,129356.512915045,129385.69195417,129395.565712768,129367.199718164,129393.755125917,129401.331245586,129380.727826389,130044.555829298,130010.782785895,130012.05794383
2001-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129002.716845376,129007.822089447,129008.044409195,129002.408142458,129011.386056214,129015.557491482,129017.597078263,129016.762316339,130448.52970301,130448.447654348,130448.932795361,130448.626099721,130447.621629236,130443.002712347,130444.422918059,130447.546881841,129951.216916156,129950.98465217,129951.164508538,129966.577564685,129948.832654433,129921.806577621,129929.655860656,129933.629532172,129924.419562735,129915.733620786,129918.810228271,129917.382191291,130579.208457381,130591.027395983,130590.585589285
2001-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128605.139462984,128606.827091736,128604.815691564,128594.070527906,128607.681400704,128607.693335089,128608.369076251,128608.992964239,130241.65821386,130241.423090242,130241.927676719,130242.592513438,130239.631064671,130222.305877665,130220.233835389,130214.127392987,129903.036580109,129907.726241544,129892.812180915,129909.949548365,129963.693268556,129996.360173555,129957.507109713,129977.241227283,129985.675500552,129992.266205759,129976.735156321,129976.041175225,130553.181866743,130556.724448709,130556.707795038
2001-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128547.828579219,128544.888941789,128544.551577601,128538.897170146,128542.70975644,128541.623060445,128540.624333042,128536.804167571,130083.314891431,130083.393314102,130084.169219381,130085.196710719,130089.271632327,130080.126504195,130078.280051469,130072.876092371,129510.574188851,129509.025157285,129514.988199286,129526.221075172,129474.279759954,129465.816210373,129455.366592355,129443.857473496,129443.934113167,129447.494974385,129447.48815833,129414.611827946,130473.163187819,130492.517504524,130491.898960445
2002-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128893.456326191,128890.797226925,128894.368704551,128894.164682006,128881.225454767,128878.891608956,128875.963407871,128879.166388369,129979.094689116,129978.636523725,129978.262669348,129976.593859494,129968.106017949,129960.181239731,129963.296995985,129961.625508274,129504.669942189,129500.220428144,129492.034389018,129507.181152586,129502.736878158,129479.342064397,129492.714482043,129509.995082981,129520.600976682,129534.479237943,129536.497329035,129524.600558056,130364.590972298,130368.984116243,130372.01263632
