time,2000q2,2000q3,2000q4,2001q1,2001q2,2001q3,2001q4,2002q1,2002q2,2002q3,2002q4,2003q1,2003q2,2003q3,2003q4,2004q1,2004q2,2004q3,2004q4,2005q1,2005q2,2005q3,2005q4,2006q1,2006q2,2006q3,2006q4,2007q1,2007q2,2007q3,2007q4,2008q1,2008q2,2008q3,2008q4,2009q1,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4,2022q1,2022q2,2022q3,2022q4,2023q1,2023q2,2023q3,2023q4,2024q1,2024q2,2024q3,2024q4,2025q1,2025q2,2025q3,2025q4,2026q1
1983-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92063.4231532701,92063.4231532701,92063.4231532701,92063.4231532701,92063.4231532701,92063.4231532701,92063.4231532701,92063.4231532701,92198.1718096695,92198.1718096695,92198.1718096695,92198.1718096695,92198.1718096695,92198.1718096695,92198.1718096695,92198.1718096695,92175.8290736063,92175.8290736063,92175.8290736063,92175.8290736063,92175.8290736063,92175.8290736063,92175.8290736063,92175.8290736063,92175.8290736063,92175.8290736063,92175.8290736063,92175.8290736063,93465.0666715466,93467.9374582993,93467.8426510484
1984-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92604.3144758263,92604.3144758263,92604.3144758263,92604.3144758263,92604.3144758263,92604.3144758263,92604.3144758263,92604.3144758263,93299.6932131823,93299.6932131823,93299.6932131823,93299.6932131823,93299.6932131823,93299.6932131823,93299.6932131823,93299.6932131823,93107.3538294706,93107.3538294706,93107.3538294706,93107.3538294706,93107.3538294706,93107.3538294706,93107.3538294706,93107.3538294706,93107.3538294706,93107.3538294706,93107.3538294706,93107.3538294706,94173.4871940196,94176.3797399635,94176.284214119
1984-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93200.8566794611,93200.8566794611,93200.8566794611,93200.8566794611,93200.8566794611,93200.8566794611,93200.8566794611,93200.8566794611,93763.9939254752,93763.9939254752,93763.9939254752,93763.9939254752,93763.9939254752,93763.9939254752,93763.9939254752,93763.9939254752,93591.6835309314,93591.6835309314,93591.6835309314,93591.6835309314,93591.6835309314,93591.6835309314,93591.6835309314,93591.6835309314,93591.6835309314,93591.6835309314,93591.6835309314,93591.6835309314,94844.6487581332,94847.5619188564,94847.4657122123
1984-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94604.5621307714,94604.5621307714,94604.5621307714,94604.5621307714,94604.5621307714,94604.5621307714,94604.5621307714,94604.5621307714,95405.7084445115,95405.7084445115,95405.7084445115,95405.7084445115,95405.7084445115,95405.7084445115,95405.7084445115,95405.7084445115,95106.1775185537,95106.1775185537,95106.1775185537,95106.1775185537,95106.1775185537,95106.1775185537,95106.1775185537,95106.1775185537,95106.1775185537,95106.1775185537,95106.1775185537,95106.1775185537,96178.0474595109,96181.0015756785,96180.9040164877
1984-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95591.0012529136,95591.0012529136,95591.0012529136,95591.0012529136,95591.0012529136,95591.0012529136,95591.0012529136,95591.0012529136,96179.6953459017,96179.6953459017,96179.6953459017,96179.6953459017,96179.6953459017,96179.6953459017,96179.6953459017,96179.6953459017,95909.8910226399,95909.8910226399,95909.8910226399,95909.8910226399,95909.8910226399,95909.8910226399,95909.8910226399,95909.8910226399,95909.8910226399,95909.8910226399,95909.8910226399,95909.8910226399,96924.9116673295,96927.888723489,96927.7904067088
1985-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96306.0201584356,96306.0201584356,96306.0201584356,96306.0201584356,96306.0201584356,96306.0201584356,96306.0201584356,96306.0201584356,97309.5988261875,97309.5988261875,97309.5988261875,97309.5988261875,97309.5988261875,97309.5988261875,97309.5988261875,97309.5988261875,97160.946327719,97160.946327719,97160.946327719,97160.946327719,97160.946327719,97160.946327719,97160.946327719,97160.946327719,97160.946327719,97160.946327719,97160.946327719,97160.946327719,98105.718104242,98108.7314289626,98108.6319144193
1985-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97184.1607919312,97184.1607919312,97184.1607919312,97184.1607919312,97184.1607919312,97184.1607919312,97184.1607919312,97184.1607919312,98141.5998099968,98141.5998099968,98141.5998099968,98141.5998099968,98141.5998099968,98141.5998099968,98141.5998099968,98141.5998099968,97797.8091781078,97797.8091781078,97797.8091781078,97797.8091781078,97797.8091781078,97797.8091781078,97797.8091781078,97797.8091781078,97797.8091781078,97797.8091781078,97797.8091781078,97797.8091781078,98843.2212575948,98846.2572347818,98846.1569721446
1985-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97645.9860831128,97645.9860831128,97645.9860831128,97645.9860831128,97645.9860831128,97645.9860831128,97645.9860831128,97645.9860831128,98278.8982639463,98278.8982639463,98278.8982639463,98278.8982639463,98278.8982639463,98278.8982639463,98278.8982639463,98278.8982639463,97967.0534478637,97967.0534478637,97967.0534478637,97967.0534478637,97967.0534478637,97967.0534478637,97967.0534478637,97967.0534478637,97967.0534478637,97967.0534478637,97967.0534478637,97967.0534478637,99170.2598618883,99173.3058840913,99173.2052897191
1985-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98588.2982686799,98588.2982686799,98588.2982686799,98588.2982686799,98588.2982686799,98588.2982686799,98588.2982686799,98588.2982686799,99176.4356090284,99176.4356090284,99176.4356090284,99176.4356090284,99176.4356090284,99176.4356090284,99176.4356090284,99176.4356090284,98813.3674463399,98813.3674463399,98813.3674463399,98813.3674463399,98813.3674463399,98813.3674463399,98813.3674463399,98813.3674463399,98813.3674463399,98813.3674463399,98813.3674463399,98813.3674463399,100359.031985877,100362.114521308,100362.012721092
1986-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98605.4316813561,98605.4316813561,98605.4316813561,98605.4316813561,98605.4316813561,98605.4316813561,98605.4316813561,98605.4316813561,99706.1859403755,99706.1859403755,99706.1859403755,99706.1859403755,99706.1859403755,99706.1859403755,99706.1859403755,99706.1859403755,99206.592838115,99206.592838115,99206.592838115,99206.592838115,99206.592838115,99206.592838115,99206.592838115,99206.592838115,99206.592838115,99206.592838115,99206.592838115,99206.592838115,100593.507853209,100596.597590584,100596.495552526
1986-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99378.021669074,99378.021669074,99378.021669074,99378.021669074,99378.021669074,99378.021669074,99378.021669074,99378.021669074,100185.395165366,100185.395165366,100185.395165366,100185.395165366,100185.395165366,100185.395165366,100185.395165366,100185.395165366,99910.8651522167,99910.8651522167,99910.8651522167,99910.8651522167,99910.8651522167,99910.8651522167,99910.8651522167,99910.8651522167,99910.8651522167,99910.8651522167,99910.8651522167,99910.8651522167,101077.231412315,101080.336007297,101080.233478568
1986-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99500.7254275203,99500.7254275203,99500.7254275203,99500.7254275203,99500.7254275203,99500.7254275203,99500.7254275203,99500.7254275203,100096.826430634,100096.826430634,100096.826430634,100096.826430634,100096.826430634,100096.826430634,100096.826430634,100096.826430634,99946.3987033822,99946.3987033822,99946.3987033822,99946.3987033822,99946.3987033822,99946.3987033822,99946.3987033822,99946.3987033822,99946.3987033822,99946.3987033822,99946.3987033822,99946.3987033822,101092.398754256,101095.503815104,101095.40127099
1986-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99479.70185834,99479.70185834,99479.70185834,99479.70185834,99479.70185834,99479.70185834,99479.70185834,99479.70185834,99966.4514790203,99966.4514790203,99966.4514790203,99966.4514790203,99966.4514790203,99966.4514790203,99966.4514790203,99966.4514790203,99868.7582148204,99868.7582148204,99868.7582148204,99868.7582148204,99868.7582148204,99868.7582148204,99868.7582148204,99868.7582148204,99868.7582148204,99868.7582148204,99868.7582148204,99868.7582148204,100998.37360466,101001.475777518,101001.37332878
1987-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99505.477125924,99505.477125924,99505.477125924,99505.477125924,99505.477125924,99505.477125924,99505.477125924,99505.477125924,100141.562435537,100141.562435537,100141.562435537,100141.562435537,100141.562435537,100141.562435537,100141.562435537,100141.562435537,99897.7319080056,99897.7319080056,99897.7319080056,99897.7319080056,99897.7319080056,99897.7319080056,99897.7319080056,99897.7319080056,99897.7319080056,99897.7319080056,99897.7319080056,99897.7319080056,101165.282143679,101168.389443146,101168.286825104
