"date","ch.ozd.e.wa.index.re.d11","ch.ozd.i.wa.index.re.d11","ch.ozd.e.total.index.re.d11","ch.ozd.i.total.index.re.d11","ch.cpa.e.real.index.sa.2012","ch.cpa.i.real.index.sa.2012"
"2012-09-01",196.552932447209,182.798311664632,289.210330125145,289.741034786733,104.270932535866,106.198677996705
"2012-10-01",190.908730689154,168.824904625975,276.282711557769,243.441009521542,100.205840007588,98.5919619436468
"2012-11-01",195.354906096167,172.389452164253,267.510035411215,246.234944528311,99.7022942522332,101.779994998591
"2012-12-01",184.631549017666,169.413533719378,274.513600281816,233.551398697218,99.6990500689439,99.2835904179865
"2013-01-01",189.539271933843,171.934516130198,283.183505228593,258.580022657702,93.7268055648976,97.904936683988
"2013-02-01",188.396665334051,167.576350770323,292.847631391049,256.229169974881,91.1863978860117,95.8890735388258
"2013-03-01",198.598009737391,175.538983561489,313.862363691227,310.018571242472,92.2597415825348,96.0887525489584
"2013-04-01",186.49707053754,166.914189324718,334.728039005205,276.946119265745,91.636136026353,97.9465906087719
"2013-05-01",190.500623873148,172.232358493157,334.777642760692,325.251798619461,91.5250696910461,102.619803870662
"2013-06-01",194.669343270266,170.302759328351,320.10652780603,286.692776496898,92.2394042814048,96.3259486633172
"2013-07-01",193.990223306904,174.406569032019,306.920537617858,267.354037380616,92.3772006355224,102.452100139573
"2013-08-01",192.892872461221,169.590395750391,294.611087813142,277.594907445491,92.2795445286133,95.7939205145955
"2013-09-01",192.801856383477,172.397439286477,285.375878070133,260.459073376422,91.8672735468816,97.5486613210816
"2013-10-01",188.780902612651,170.130823371963,279.828799557618,255.023497795519,90.8928781478286,95.860944125427
"2013-11-01",196.169671955557,181.129006260568,272.841653335279,249.733191673714,92.6634371995513,104.055311480805
"2013-12-01",188.085504441213,177.364845933241,269.58276723903,232.62243530253,92.245603310326,98.7725072935917
"2014-01-01",195.96386704899,173.006021227022,273.898247088931,246.311339612454,94.159785351774,98.5746339483242
"2014-02-01",198.965860282197,173.267384852862,273.254428598716,261.28640929404,95.1893129590165,99.826729592935
"2014-03-01",192.767791436839,167.566243126093,259.923410453109,224.893907623513,93.605122938077,94.7981418935398
"2014-04-01",201.959325125858,169.395272683173,250.015666755472,208.257546949127,96.6899487880587,99.0555565644451
"2014-05-01",197.457345774815,171.248013229061,244.884970747628,210.554948878545,93.4790375660064,97.4333925849102
"2014-06-01",190.719129679726,181.048160677079,244.433245734986,231.347401691518,94.182979354562,105.87061321703
"2014-07-01",205.152613182856,170.544451436698,246.058347938492,218.271872744935,98.8032497454307,101.829115376214
"2014-08-01",200.956643918373,186.480233568022,249.033379780833,223.571507580681,95.5327211986269,106.66587322675
"2014-09-01",195.595733655168,172.97369403483,259.48295112365,226.944324629332,94.7734876423295,98.9030287230877
"2014-10-01",204.200202367814,176.655036428508,272.830182043581,225.79439921936,96.8983146474626,101.091268771811
"2014-11-01",202.874863366664,168.726262441869,273.628935312725,255.166604639538,96.1081653272157,95.9546178184149
"2014-12-01",195.453276531,171.656850656808,260.303116364121,225.685591984407,95.9969850207705,97.5239340694341
"2015-01-01",194.108175106591,161.764212499152,252.121611083935,232.244550815483,96.3184538940909,97.8506214962966
"2015-02-01",192.174880356727,166.784857263136,255.537144048238,224.549613223201,93.7217023750591,102.023713934667
"2015-03-01",191.431199036813,163.351029292335,259.728490197375,237.478967916252,93.0083217276863,97.6618503126148
"2015-04-01",189.974200502916,157.905118823678,250.641672285265,222.133442860455,94.7555818534124,94.8264822393318
"2015-05-01",183.102201071191,149.415246689535,239.777933555606,197.639360511211,93.1355342147959,93.4512486494019
"2015-06-01",195.128087637925,161.74228704752,243.054019754699,203.010926023049,94.2513502743464,95.4813035777897
"2015-07-01",191.461488795479,160.016999948262,253.578674109712,212.434035791895,93.8528481164971,95.2342218352504
"2015-08-01",193.18911251088,157.555991823616,257.396911476845,224.039065379821,91.9448557292863,91.1227780015425
"2015-09-01",189.32084883871,158.371342763928,251.528372720625,214.73717342461,92.3091860457067,93.4774078109572
"2015-10-01",202.081173930404,164.591687969718,253.595735586234,217.115372245615,95.6741497054381,98.0507121881072
"2015-11-01",198.901067959658,171.958341665403,263.871444150355,222.131949401872,94.1373900814463,100.327966243776
"2015-12-01",199.019780730279,162.448432623433,268.447370563883,251.866107061222,92.0234163337483,97.9466157771122
"2016-01-01",198.211542003209,164.267196893866,259.286063833273,229.332146966897,93.3549280852381,100.011358821612
"2016-02-01",197.61470980628,157.423994224106,249.51738103968,240.950720993715,94.126715542727,97.3036822531858
"2016-03-01",196.174146289309,169.920714840011,251.873588132768,238.54704770747,93.3115504888619,104.139305022541
"2016-04-01",205.217215130507,175.385593722562,260.451831146639,241.052992453405,94.2933999698167,104.113221240881
"2016-05-01",196.067605401408,164.262531132928,268.052104653576,231.111795364763,90.6893391405552,99.7158676554906
"2016-06-01",197.896231540266,165.260813353754,275.422167947946,243.181775029116,91.8468540645548,96.0009199729701
"2016-07-01",201.386325250372,177.796325417938,280.232620429607,257.791707651276,94.6341975199976,107.904354403984
"2016-08-01",201.474712930538,166.954476981647,278.089903969564,238.259114675874,92.8861851244283,99.9259754599552
"2016-09-01",209.137755466831,165.39394616605,272.751550793631,218.833085073377,96.5023885490695,100.93940892101
"2016-10-01",198.362557532928,176.581115890805,271.925476302325,237.142755157126,91.9736212699647,102.514279941197
"2016-11-01",195.976652126689,166.250103770977,282.809008565675,245.39805260245,90.4296413180169,99.5909689338424
"2016-12-01",210.971841562654,171.772353133115,293.61879886051,285.601175883569,97.5667923090858,100.319190929405
"2017-01-01",214.73038409236,166.273760420151,275.598028236978,246.529998710841,94.2231439850859,97.8818997044205
"2017-02-01",202.816188099759,169.313331393395,257.799126643912,234.289223966245,93.0631548370309,101.319374896017
"2017-03-01",201.709811852047,167.445541355588,259.060299718487,225.530105266717,94.5529685552985,100.754720242918
"2017-04-01",205.241269177589,178.904881006225,268.094295643156,246.169056990329,94.2858676030404,103.408994495261
"2017-05-01",215.277103982822,184.898795969346,275.141852469565,238.898725371662,99.0702063952614,106.312726750942
"2017-06-01",203.099138961016,178.822389917607,273.576510352395,235.373128482307,96.0221949490891,92.4564735749478
"2017-07-01",211.331576454011,178.620192719468,263.895297901485,248.29603664512,95.7336241657875,102.864858642738
"2017-08-01",211.312835460473,184.936014996557,260.417173245155,249.842706138757,99.8489820785485,108.480194332233
"2017-09-01",210.912922351467,184.564166948852,269.015617872754,255.26677656565,97.8263112303994,107.272447195664
"2017-10-01",210.682982654128,191.468442491119,275.640717862423,238.732158896712,93.8104524034541,109.804559001741
"2017-11-01",215.999359924614,195.45724970788,281.010253139388,244.208979892114,98.1665367412273,113.919124215425
"2017-12-01",228.087532745244,189.620611384714,283.626088670998,248.179865899326,106.425551307107,116.512856684832
"2018-01-01",214.49156292016,199.595149787998,278.93508768738,258.009502791877,98.4104375029753,116.336699725854
"2018-02-01",221.677628166553,187.206639603226,282.875788616171,224.662021325131,101.28055694746,107.435460577378
"2018-03-01",226.237377934732,205.942189438476,281.07239768158,245.46378349348,102.336982567422,113.595027221294
"2018-04-01",216.252358535532,189.575696992032,273.636578945075,243.570430344453,99.7617648225626,115.20094731847
"2018-05-01",224.01624082161,199.338464554444,279.959390917552,249.600434032008,104.39813227357,119.077726323931
"2018-06-01",230.022275469575,209.473463029817,287.200692629945,269.634886376187,104.997899610124,118.699206618651
"2018-07-01",219.882256228173,201.052588237151,284.207441982069,258.132887406292,95.2128758071945,114.124657621313
"2018-08-01",218.477269881498,193.215101429769,280.134205191978,260.926857097142,100.310412002962,113.092738376578
"2018-09-01",210.485928293145,189.59958825261,272.897621707305,260.673967573754,99.4592273059609,111.41748208762
"2018-10-01",226.755834707479,194.354558429337,271.692477268678,255.168329091804,103.89135047069,109.925364546699
"2018-11-01",231.967455664537,188.223449066333,273.140296485874,222.589183781442,102.007175422288,106.422041910172
"2018-12-01",225.474336877856,193.592108467607,263.75893795356,237.966487231796,106.028739525317,102.374422473083
"2019-01-01",223.128576900629,197.736831386362,261.888514246462,230.88388180527,102.339585604127,114.84279529856
"2019-02-01",235.284936675842,203.725543979071,268.489955188311,242.76009526848,102.923611427606,117.609422700286
"2019-03-01",230.383389920854,196.367586933452,276.753290826646,220.016271536931,100.464510435603,111.988694617682
"2019-04-01",230.390670940301,198.890798211812,286.301161490761,246.423768593206,100.878306029688,116.261192576754
"2019-05-01",235.542260062328,207.910312218318,285.341052627396,253.262009377292,78.3515447173367,116.947005216449
"2019-06-01",236.1800358015,200.092270696844,283.444469020769,280.143499883175,106.02206317796,115.412474184225
"2019-07-01",236.172078702563,201.693611929948,295.051695476349,282.081507777354,103.871380145219,115.389689036031
"2019-08-01",220.549050055455,202.223607697171,304.074640489092,269.804376633275,99.4105581976184,118.919186654481
