Name;SW CPI SADJ;SW PPI (2025M12=100) SADJ;SW CORE INFLATION 1 NADJ;SW PURCHASING MANAGERS INDEX SADJ;SW PURCHASING MANAGERS INDEX - BACKLOG OF ORDERS SADJ;SW PURCHASING MANAGERS INDEX - OUTPUT SADJ
15.07.2019;94.638693;97.06;95.01;45.72;40.82;45.51
15.08.2019;94.638104;97;95.04;47.13;45.49;47.23
15.09.2019;94.579989;96.84;95.04;44.71;40.84;45.15
15.10.2019;94.350381;96.64;94.93;49.75;49.55;50.77
15.11.2019;94.437095;96.48;95.06;48.5;46.66;48.93
15.12.2019;94.617735;96.55;95.11;48.72;51.56;48.8
15.01.2020;94.516996;96.6;94.92;48.34;47.95;47.21
15.02.2020;94.367277;96.23;94.96;49.29;46.31;48.3
15.03.2020;94.160864;95.97;95.13;42.79;32.68;33.7
15.04.2020;93.787647;95.32;95.08;40.55;32.01;28.23
15.05.2020;93.584137;94.92;95.09;42.06;34.46;39.67
15.06.2020;93.623991;95.12;95.08;41.43;36.76;39.71
15.07.2020;93.742417;95.05;95.08;50.14;49.31;54.88
15.08.2020;93.767308;94.82;95.09;51.4;51.17;56.23
15.09.2020;93.837439;94.98;95.09;52.66;53.32;56.25
15.10.2020;93.841385;95.08;95.08;53.35;53.87;56.93
15.11.2020;93.819849;95.27;95.11;55.39;59.22;56.86
15.12.2020;93.884523;95.47;95.06;57.67;57.87;59.83
15.01.2021;93.996386;95.57;95.14;59.89;60.53;60.99
15.02.2021;93.859249;95.45;95.12;61.42;63.58;61.59
15.03.2021;93.953406;95.63;95.13;64.56;67.64;64.11
15.04.2021;94.08024;96.01;95.23;67.98;72.24;69.48
15.05.2021;94.11508;96.4;95.37;68.81;74.09;67.13
15.06.2021;94.178729;96.66;95.38;67.03;66.58;66.9
15.07.2021;94.345513;96.97;95.38;72.48;77.05;73.12
15.08.2021;94.54638;97.5;95.53;68.02;70.53;63.31
15.09.2021;94.736704;97.65;95.55;67.32;67.58;63.42
15.10.2021;95.045218;98.04;95.61;65.98;67.92;60.93
15.11.2021;95.291455;98.58;95.67;63.64;64.06;52.77
15.12.2021;95.350259;98.56;95.69;62.94;63.91;57.62
15.01.2022;95.537914;98.96;95.78;63.63;63.52;58.32
15.02.2022;95.831641;99.19;96.12;62.08;60.89;56.58
15.03.2022;96.155783;99.56;96.33;62.65;61.81;57.09
15.04.2022;96.51595;100.32;96.45;62.42;63.46;55.97
15.05.2022;96.905162;100.6;96.88;60.48;57.03;55.62
15.06.2022;97.366041;100.82;96.94;59.11;57.1;54.08
15.07.2022;97.561471;100.92;96.95;60.26;58.68;57.83
15.08.2022;97.779433;101.2;97.33;57.02;56.23;53.7
15.09.2022;97.825224;101.31;97.34;56.39;55.18;53.51
15.10.2022;97.934241;101.42;97.31;55.07;51.66;52.28
15.11.2022;98.140064;101.39;97.49;53.79;47.93;51.81
15.12.2022;98.072661;101.21;97.45;53.1;49.18;52.3
15.01.2023;98.669102;101.82;97.73;49.19;43.79;49.3
15.02.2023;99.014728;102.11;97.99;48.39;45.35;48.58
15.03.2023;99.01875;102.19;98.04;46.23;39.86;47.96
15.04.2023;98.962417;102.22;98.08;46.13;40.54;45.19
15.05.2023;99.011197;102.57;98.35;43.91;38.11;43.43
15.06.2023;99.020781;102.54;98.36;45.13;39.55;50.82
15.07.2023;99.099848;102.57;98.32;40.09;34.71;38.96
15.08.2023;99.279051;102.21;98.55;39.9;34.47;38.2
15.09.2023;99.448296;102.18;98.54;44.2;42.39;47.29
15.10.2023;99.632615;102.26;98.67;40.2;35.02;39.75
15.11.2023;99.587356;102;98.79;41.64;37.7;45.16
15.12.2023;99.760517;101.8;98.81;42.05;38.76;43.46
15.01.2024;99.940539;101.74;98.92;43.07;41.32;39.37
15.02.2024;100.135198;101.75;99.1;43.42;39.92;44.16
15.03.2024;100.078178;101.71;99;44.43;43.39;44.91
15.04.2024;100.277047;101.76;99.22;42.41;41.29;40.17
15.05.2024;100.397309;101.24;99.43;47.38;46.63;52.01
15.06.2024;100.32862;101.28;99.32;44.01;41.19;45.93
15.07.2024;100.364383;101.32;99.33;45.66;45.18;45.73
15.08.2024;100.326085;102;99.59;48.79;50.38;50.88
15.09.2024;100.282858;101.99;99.56;48.91;49.92;50.22
15.10.2024;100.280769;101.74;99.58;49.16;51.01;52.49
15.11.2024;100.339297;101.67;99.68;47.71;49.38;49.01
15.12.2024;100.387555;101.72;99.52;47.51;48.63;48.52
15.01.2025;100.349379;101.74;99.69;47.45;46.03;48.46
15.02.2025;100.434463;101.92;99.93;49.36;49.16;49.34
15.03.2025;100.370409;101.86;99.97;48.76;49.44;48.75
15.04.2025;100.355607;101.86;100;46.47;45.81;49.76
15.05.2025;100.299453;101.63;100.16;42.38;35.47;43.33
15.06.2025;100.403385;101.57;100.13;48.65;47.69;49.65
15.07.2025;100.5694;101.32;100.11;49.46;46.26;50.15
15.08.2025;100.478303;100.67;100.18;48.22;45.81;52.34
15.09.2025;100.501806;100.6;100.11;46.09;40.96;48.92
15.10.2025;100.394346;100.48;100.09;48.07;46.89;48.67
15.11.2025;100.377817;100.45;100.09;49.64;47.36;48.25
15.12.2025;100.447328;100.39;100;46.4;41.57;47.22
15.01.2026;100.412571;100.19;100.15;48.8;47.7;50.81
15.02.2026;100.527637;;100.31;47.41;46.92;47.02
