Name;SWITZ-DS Financials - PRICE INDEX;SWITZ-DS Industrials - PRICE INDEX;SWISS MARKET (SMI) - PRICE INDEX
01.01.1973;100;100;
02.01.1973;100;100;
03.01.1973;100.72;100.96;
04.01.1973;100.67;101;
05.01.1973;100.82;101.12;
08.01.1973;100.44;100.4;
09.01.1973;99.98;100.16;
10.01.1973;100.83;100.09;
11.01.1973;101.84;100.97;
12.01.1973;103.05;101.29;
15.01.1973;102.79;102.03;
16.01.1973;102.59;101.12;
17.01.1973;101.61;100.87;
18.01.1973;103.88;100.89;
19.01.1973;106.1;101.1;
22.01.1973;106.29;101.87;
23.01.1973;106.05;100.17;
24.01.1973;106.41;100.61;
25.01.1973;105.86;100.35;
26.01.1973;104.81;99.62;
29.01.1973;105.7;99.3;
30.01.1973;104.11;98.84;
31.01.1973;104.33;98.42;
01.02.1973;105.55;98;
02.02.1973;105.68;96.75;
05.02.1973;106;96.47;
06.02.1973;105.61;96.26;
07.02.1973;105.68;96.53;
08.02.1973;104.9;96.62;
09.02.1973;104.37;95.86;
12.02.1973;104.45;96.7;
13.02.1973;104.66;97.6;
14.02.1973;104.9;96.45;
15.02.1973;104;94.78;
16.02.1973;102.74;93.95;
19.02.1973;102.64;93.94;
20.02.1973;103.66;94.64;
21.02.1973;103.12;94.74;
22.02.1973;102.88;94.6;
23.02.1973;102.18;92.59;
26.02.1973;100.51;90.52;
27.02.1973;100.29;90.07;
28.02.1973;97.1;87.68;
01.03.1973;96.6;86.54;
02.03.1973;95.33;86.02;
05.03.1973;96.11;87.32;
06.03.1973;96.94;87.61;
07.03.1973;97.81;88.29;
08.03.1973;99.76;88.58;
09.03.1973;99.11;88.48;
12.03.1973;99.54;87.74;
13.03.1973;99.76;87.62;
14.03.1973;100.59;87.66;
15.03.1973;100.32;87.74;
16.03.1973;100.28;88.5;
19.03.1973;99.67;89.27;
20.03.1973;99.45;88.13;
21.03.1973;99.56;87.79;
22.03.1973;99.22;87.21;
23.03.1973;98.52;86.57;
26.03.1973;97.88;87.1;
27.03.1973;98.61;87.09;
28.03.1973;98.98;87.83;
29.03.1973;99.12;87.83;
30.03.1973;99.76;87.76;
02.04.1973;99.73;87.41;
03.04.1973;99.17;87.15;
04.04.1973;99.96;87.12;
05.04.1973;99.48;87.85;
06.04.1973;99.44;88.23;
09.04.1973;99.44;87.4;
10.04.1973;99.48;87.43;
11.04.1973;99.81;87.42;
12.04.1973;99.33;87.55;
13.04.1973;98.83;87.83;
16.04.1973;97.97;86.78;
17.04.1973;97.61;86.34;
18.04.1973;96.94;86.49;
19.04.1973;97.84;86.53;
20.04.1973;97.79;86.53;
23.04.1973;97.79;86.51;
24.04.1973;97.3;86.86;
25.04.1973;97.31;86.5;
26.04.1973;96.55;87.09;
27.04.1973;95.66;87.05;
30.04.1973;95.39;88.06;
01.05.1973;95.39;88.06;
02.05.1973;96.34;88.54;
03.05.1973;95.93;88.59;
04.05.1973;95.94;88.39;
07.05.1973;95.58;87.95;
08.05.1973;94.97;87.26;
09.05.1973;95.77;87.41;
10.05.1973;97.56;86.23;
11.05.1973;96.71;85.82;
14.05.1973;96.71;86.99;
15.05.1973;96.64;87.22;
16.05.1973;96.71;86.9;
17.05.1973;97.3;86.93;
18.05.1973;97.5;87.18;
21.05.1973;95.93;87.83;
22.05.1973;96.36;87.59;
23.05.1973;96.44;88.04;
24.05.1973;97.27;89.47;
25.05.1973;98.48;90.19;
28.05.1973;98.48;90.21;
29.05.1973;97.59;89.91;
30.05.1973;97.29;90.28;
31.05.1973;97.29;90.28;
01.06.1973;98.46;90.37;
04.06.1973;98.49;90.25;
05.06.1973;97.69;89.92;
06.06.1973;98.31;90.4;
07.06.1973;98.02;90.43;
08.06.1973;98.32;90.77;
11.06.1973;98.43;90.8;
12.06.1973;98.3;90.24;
13.06.1973;98.71;90.4;
14.06.1973;99.58;91.03;
15.06.1973;99.95;92.01;
18.06.1973;99.41;91.89;
19.06.1973;99.6;91.88;
20.06.1973;99.88;92.07;
21.06.1973;100.14;92.38;
22.06.1973;100.48;92.38;
25.06.1973;100.34;92.26;
26.06.1973;100.66;92.05;
27.06.1973;101.29;92.37;
28.06.1973;100.96;93.13;
29.06.1973;101.92;92.72;
02.07.1973;101.75;92.51;
03.07.1973;101.23;92.74;
04.07.1973;99.97;91.61;
05.07.1973;99.74;91.57;
06.07.1973;98.65;91.52;
09.07.1973;98.39;91.32;
10.07.1973;98.14;91.6;
11.07.1973;98.35;92.25;
12.07.1973;98.52;91.93;
13.07.1973;98.18;91.64;
16.07.1973;97.95;90.72;
17.07.1973;97.92;90.91;
18.07.1973;97.54;90.27;
19.07.1973;97.32;89.79;
20.07.1973;96.95;89.47;
23.07.1973;97.47;89.46;
24.07.1973;97.07;89.38;
25.07.1973;96.83;89.74;
26.07.1973;96.05;89.9;
27.07.1973;96.22;90.15;
30.07.1973;95.99;90.3;
31.07.1973;94.85;89.99;
01.08.1973;94.86;89.99;
02.08.1973;93.45;89.72;
03.08.1973;93.47;89.86;
06.08.1973;94.58;89.94;
07.08.1973;95.38;89.91;
08.08.1973;95.97;90.41;
09.08.1973;95.2;90.48;
10.08.1973;95.29;90.18;
13.08.1973;95.01;90.15;
14.08.1973;94.73;90.15;
15.08.1973;95.25;90.11;
16.08.1973;96.27;90.83;
17.08.1973;97.17;91.11;
20.08.1973;96.86;90.59;
21.08.1973;96.54;90.46;
22.08.1973;96.29;89.93;
23.08.1973;96.12;90.07;
24.08.1973;96.48;90.22;
27.08.1973;96.6;90.15;
28.08.1973;95.62;89.76;
29.08.1973;94.96;88.93;
30.08.1973;95.43;88.89;
31.08.1973;95.09;88.49;
03.09.1973;95.22;89.25;
04.09.1973;94.73;89.45;
05.09.1973;95.09;89.9;
06.09.1973;95.47;89.75;
07.09.1973;94.9;89.96;
10.09.1973;94.9;89.96;
11.09.1973;95.07;89.86;
12.09.1973;94.98;89.9;
13.09.1973;94.95;90.39;
14.09.1973;95.27;90.26;
17.09.1973;95.27;90.27;
18.09.1973;95.18;89.93;
19.09.1973;95.29;90;
20.09.1973;95.17;90.38;
21.09.1973;95.33;90.05;
24.09.1973;94.99;90.08;
25.09.1973;95.11;90.79;
26.09.1973;95.81;92.07;
27.09.1973;96.51;92.91;
28.09.1973;96.47;93.08;
01.10.1973;96.91;93.5;
02.10.1973;97.1;95.41;
03.10.1973;97.21;95.27;
04.10.1973;97.2;95.13;
05.10.1973;96.96;95.31;
08.10.1973;96.38;94.73;
09.10.1973;96.55;94.51;
10.10.1973;96.55;94.19;
11.10.1973;95.99;93.81;
12.10.1973;96.5;93.87;
15.10.1973;96.41;93.64;
16.10.1973;95.8;93.7;
17.10.1973;96.07;93.94;
18.10.1973;96.57;93.95;
19.10.1973;96.99;94.06;
22.10.1973;97.31;93.9;
23.10.1973;97.37;94.37;
24.10.1973;98.23;94.48;
25.10.1973;97.98;94.58;
26.10.1973;98.35;94.69;
29.10.1973;98.96;93.82;
30.10.1973;99.3;95.15;
31.10.1973;99.75;95.08;
01.11.1973;99.92;95.8;
02.11.1973;99.66;95.52;
05.11.1973;98.33;94.23;
06.11.1973;98.16;94.56;
07.11.1973;98.12;94.48;
08.11.1973;98.47;94.46;
09.11.1973;98.46;94.57;
12.11.1973;98.33;94.45;
13.11.1973;97.96;93.14;
14.11.1973;97.4;92.74;
15.11.1973;96.66;92.24;
16.11.1973;96.34;91.2;
19.11.1973;96.56;91.99;
20.11.1973;96.21;92.13;
21.11.1973;96;92.73;
22.11.1973;95.67;90.75;
23.11.1973;95.41;89.86;
26.11.1973;93.11;87.64;
27.11.1973;92.1;87.22;
28.11.1973;92.34;86.42;
29.11.1973;93.08;87.27;
30.11.1973;93.32;87.22;
03.12.1973;93.5;87.47;
04.12.1973;93.34;87.1;
05.12.1973;93.64;87.05;
06.12.1973;92.73;86.56;
07.12.1973;92.59;86.7;
10.12.1973;91.96;86.06;
11.12.1973;91.46;85.95;
12.12.1973;90.85;85.83;
13.12.1973;89.77;85.15;
14.12.1973;89.45;84.98;
17.12.1973;89.14;83.8;
18.12.1973;89.44;84.6;
19.12.1973;89.84;84.88;
20.12.1973;91.74;85.72;
21.12.1973;90.89;86.28;
24.12.1973;90.89;86.05;
25.12.1973;90.89;86.05;
26.12.1973;90.89;86.05;
27.12.1973;91.87;87.51;
28.12.1973;92.69;86.97;
31.12.1973;94.66;86.48;
01.01.1974;94.66;86.48;
02.01.1974;94.66;86.48;
03.01.1974;93.42;85.86;
04.01.1974;93.22;86.23;
07.01.1974;93.18;85.55;
08.01.1974;93.39;86.42;
09.01.1974;93.72;86.59;
10.01.1974;93.94;86.7;
11.01.1974;93.7;87.44;
14.01.1974;94.21;88.17;
15.01.1974;94.16;87.91;
16.01.1974;94.21;88.62;
17.01.1974;94.48;88.89;
18.01.1974;95.04;90.27;
21.01.1974;94.44;89.52;
22.01.1974;95.11;90.63;
23.01.1974;95.26;91.55;
24.01.1974;95.12;90.72;
25.01.1974;95.05;90.51;
28.01.1974;95.31;91.44;
29.01.1974;95.68;92.12;
30.01.1974;96.19;93.04;
31.01.1974;96.62;94.4;
01.02.1974;96.41;95.3;
04.02.1974;97.11;93.98;
05.02.1974;97.49;93.4;
06.02.1974;97.12;92.13;
07.02.1974;96.82;92.25;
08.02.1974;96.99;92.82;
11.02.1974;96.74;93.59;
12.02.1974;96.79;93.68;
13.02.1974;96.36;94.06;
14.02.1974;96.05;93.55;
15.02.1974;96.48;94.29;
18.02.1974;96.68;94.86;
19.02.1974;96.36;94.62;
20.02.1974;96;93.93;
21.02.1974;95.42;93.62;
22.02.1974;95;93;
25.02.1974;93.77;91.61;
26.02.1974;93.66;91.72;
27.02.1974;93.51;91.83;
28.02.1974;94.02;92.69;
01.03.1974;98.78;93.45;
04.03.1974;98.82;93.77;
05.03.1974;98.58;93.69;
06.03.1974;99.44;94.07;
07.03.1974;99.02;93.65;
08.03.1974;98.75;93.47;
11.03.1974;99.42;93.6;
12.03.1974;98.76;93.1;
13.03.1974;98.43;93.59;
14.03.1974;98.29;93.41;
15.03.1974;98.28;93.24;
18.03.1974;98.22;93.55;
19.03.1974;97.94;93.68;
20.03.1974;97.94;93.06;
21.03.1974;97.94;92.72;
22.03.1974;98.32;92.38;
25.03.1974;97.46;91.53;
26.03.1974;97.36;91.32;
27.03.1974;96.92;91.42;
28.03.1974;96.7;91.1;
29.03.1974;96.18;90.46;
01.04.1974;95.95;90.3;
02.04.1974;96.04;90.12;
03.04.1974;95.97;90.12;
04.04.1974;95.35;89.68;
05.04.1974;94.96;89.61;
08.04.1974;94.58;93.1;
09.04.1974;94.2;92.93;
10.04.1974;94.02;93.42;
11.04.1974;93.97;93.56;
12.04.1974;93.97;93.56;
15.04.1974;93.97;93.67;
16.04.1974;93.97;93.76;
17.04.1974;94.61;94.18;
18.04.1974;94.59;93.74;
19.04.1974;94.18;93.59;
22.04.1974;94.18;93.7;
23.04.1974;93.98;94.41;
24.04.1974;94.11;91.34;
25.04.1974;93.59;91.33;
26.04.1974;93.4;91.91;
29.04.1974;93.35;91.17;
30.04.1974;92.4;90.79;
01.05.1974;92.4;90.79;
02.05.1974;92.4;89.85;
03.05.1974;92.06;89.21;
06.05.1974;91.74;88.59;
07.05.1974;90.92;87.94;
08.05.1974;90.38;87.67;
09.05.1974;90.42;86.83;
10.05.1974;90.22;86.66;
13.05.1974;89.68;85.91;
14.05.1974;89.37;85.93;
15.05.1974;89.6;86.27;
16.05.1974;89.96;86.38;
17.05.1974;89.44;86.1;
20.05.1974;89.42;85.8;
21.05.1974;89.78;84.98;
22.05.1974;90.06;85.81;
23.05.1974;90.06;85.81;
24.05.1974;89.91;86.34;
27.05.1974;89.91;86.13;
28.05.1974;89.88;86.02;
29.05.1974;89.09;85.02;
30.05.1974;88.64;84.03;
31.05.1974;88.78;83.95;
03.06.1974;88.78;84.68;
04.06.1974;88.68;84.86;
05.06.1974;89.5;85.72;
06.06.1974;90.21;85.1;
07.06.1974;89.79;86.33;
10.06.1974;90.88;88.28;
11.06.1974;91.49;89.07;
12.06.1974;91.48;88.21;
13.06.1974;91.67;88.11;
14.06.1974;92.14;87.64;
17.06.1974;91.3;86.66;
18.06.1974;90.79;86.39;
19.06.1974;90.63;86.39;
20.06.1974;90.57;86.63;
21.06.1974;90.57;85.85;
24.06.1974;90.04;85.06;
25.06.1974;89.78;85.11;
26.06.1974;89.85;85.72;
27.06.1974;89.42;84.9;
28.06.1974;89.23;85.23;
01.07.1974;89.38;84.71;
02.07.1974;89.14;84.41;
03.07.1974;88.41;84.08;
04.07.1974;88.27;84.32;
05.07.1974;87.81;83.91;
08.07.1974;87.26;82.86;
09.07.1974;87.14;82.09;
10.07.1974;87.3;82.11;
11.07.1974;87.55;82.52;
12.07.1974;87.55;83.23;
15.07.1974;87.98;84.03;
16.07.1974;88.23;84.73;
17.07.1974;88.5;85.16;
18.07.1974;88.39;85.01;
19.07.1974;89.48;85.84;
22.07.1974;89.92;85.71;
23.07.1974;89.81;85.74;
24.07.1974;90.28;85.64;
25.07.1974;91.11;86.26;
26.07.1974;90.95;86.59;
29.07.1974;90.46;86.06;
30.07.1974;89.83;86.23;
31.07.1974;90.12;86.45;
01.08.1974;90.12;86.45;
02.08.1974;90.08;86.98;
05.08.1974;89.88;86.84;
06.08.1974;90.02;87.19;
07.08.1974;90.17;85.52;
08.08.1974;90.67;88.43;
09.08.1974;90.31;88.25;
12.08.1974;90.88;88.59;
13.08.1974;90.71;88.48;
14.08.1974;90.31;87.01;
15.08.1974;89.86;86.78;
16.08.1974;89.92;86.3;
19.08.1974;89.41;86.21;
20.08.1974;88.87;86.07;
21.08.1974;88.96;86.18;
22.08.1974;88.43;85.15;
23.08.1974;87.95;83.99;
26.08.1974;87.95;84.01;
27.08.1974;87.66;83.12;
28.08.1974;86.97;82.17;
29.08.1974;86.83;81.09;
30.08.1974;86.67;80.32;
02.09.1974;86.48;80.38;
03.09.1974;86.18;79.65;
04.09.1974;85.44;78.5;
05.09.1974;85.53;78.98;
06.09.1974;85.77;78.62;
09.09.1974;85.77;78.58;
10.09.1974;83.95;77.05;
11.09.1974;83.5;76.43;
12.09.1974;83.18;74.89;
13.09.1974;83.03;74.26;
16.09.1974;82.25;72.96;
17.09.1974;82.85;72.88;
18.09.1974;81.3;72.25;
19.09.1974;81.2;72.72;
20.09.1974;82.03;73.88;
23.09.1974;82.12;75.71;
24.09.1974;81.86;75.43;
25.09.1974;81.88;74.55;
26.09.1974;82.96;73.94;
27.09.1974;83.86;74.94;
30.09.1974;83.22;74.34;
01.10.1974;82.24;72.77;
02.10.1974;82.03;72.69;
03.10.1974;81.96;72.45;
04.10.1974;81.69;72.18;
07.10.1974;81.47;71.68;
08.10.1974;82.46;73.03;
09.10.1974;81.85;72.38;
10.10.1974;81.67;72.99;
11.10.1974;82.12;72.75;
14.10.1974;81.67;73;
15.10.1974;82.97;74.83;
16.10.1974;83.11;74.33;
17.10.1974;82.79;74.69;
18.10.1974;82.89;75.69;
21.10.1974;82.74;75.37;
22.10.1974;83.39;75.68;
23.10.1974;82.62;75.94;
24.10.1974;82.35;73.97;
25.10.1974;82.56;74.4;
28.10.1974;81.84;73.73;
29.10.1974;82.14;73.94;
30.10.1974;83.15;73.34;
31.10.1974;83.46;73.25;
01.11.1974;83.52;73.01;
04.11.1974;83.73;72.9;
05.11.1974;83.47;72.67;
06.11.1974;83.06;73.37;
07.11.1974;82.99;72.76;
08.11.1974;82.95;72.39;
11.11.1974;82.61;72.07;
12.11.1974;82.89;71.86;
13.11.1974;82.94;72.01;
14.11.1974;83.24;72.24;
15.11.1974;83.22;71.75;
18.11.1974;82.55;71.15;
19.11.1974;82.1;70.61;
20.11.1974;81.62;69.74;
21.11.1974;81.54;69.59;
22.11.1974;82.05;70.76;
25.11.1974;81.02;71.11;
26.11.1974;81.31;71.53;
27.11.1974;81.25;71.8;
28.11.1974;81.37;72.03;
29.11.1974;81.2;71.14;
02.12.1974;80.81;71.32;
03.12.1974;80.01;71.5;
04.12.1974;79.89;71.69;
05.12.1974;80.03;72.18;
06.12.1974;79.68;71.71;
09.12.1974;79.41;71.2;
10.12.1974;79.45;71.82;
11.12.1974;79.55;71.25;
12.12.1974;79.44;70.65;
13.12.1974;79.21;70.59;
16.12.1974;79.13;70.42;
17.12.1974;78.95;70.17;
18.12.1974;79.03;70.4;
19.12.1974;78.96;70.95;
20.12.1974;78.96;69.94;
23.12.1974;78.64;69.9;
24.12.1974;78.41;70.03;
25.12.1974;78.41;70.16;
26.12.1974;78.41;70.3;
27.12.1974;78.41;70.43;
30.12.1974;78.52;70.41;
31.12.1974;78.63;70.48;
01.01.1975;78.63;70.62;
02.01.1975;78.63;70.75;
03.01.1975;78.59;71.16;
06.01.1975;79.43;72.37;
07.01.1975;80.43;73.19;
08.01.1975;82.17;74.71;
09.01.1975;83.67;76.24;
10.01.1975;84.72;75.89;
13.01.1975;85.06;76.5;
14.01.1975;84.9;76.88;
15.01.1975;85.14;77.42;
16.01.1975;86.04;78.37;
17.01.1975;86.16;80.33;
20.01.1975;86.8;78.62;
21.01.1975;86.8;78.25;
22.01.1975;85.82;75.98;
23.01.1975;85.83;76.11;
24.01.1975;85.63;74.95;
27.01.1975;85.55;75.13;
28.01.1975;85.68;77.01;
29.01.1975;85.91;77.39;
30.01.1975;86.18;77.76;
31.01.1975;86.5;78.77;
03.02.1975;86.77;79.31;
04.02.1975;88.11;79.53;
05.02.1975;87.28;79.19;
06.02.1975;88.91;80.32;
07.02.1975;90.88;80.57;
10.02.1975;91.07;80.56;
11.02.1975;89.62;77.67;
12.02.1975;89.55;78.13;
13.02.1975;89.42;77.84;
14.02.1975;89.6;77.64;
17.02.1975;89.96;78.18;
18.02.1975;90.06;78.63;
19.02.1975;89.72;78.48;
20.02.1975;90.53;79.12;
21.02.1975;90.83;80.07;
24.02.1975;91.25;78.99;
25.02.1975;90.45;78.3;
26.02.1975;89.95;77.51;
27.02.1975;90.06;77.55;
28.02.1975;90.63;77.14;
03.03.1975;90.61;76.72;
04.03.1975;90.62;76.75;
05.03.1975;91.91;77;
06.03.1975;91.52;76.55;
07.03.1975;91.74;77.44;
10.03.1975;91.84;77.93;
11.03.1975;92.21;78.89;
12.03.1975;94.05;78.9;
13.03.1975;93.47;78.48;
14.03.1975;93.33;78.28;
17.03.1975;93.52;78.75;
18.03.1975;93.59;78.49;
19.03.1975;92.96;78.72;
20.03.1975;93.16;78.94;
21.03.1975;93.01;79.83;
24.03.1975;92.34;79.12;
25.03.1975;92.01;78.99;
26.03.1975;92.4;78.7;
27.03.1975;92.62;78.72;
28.03.1975;92.62;78.72;
31.03.1975;92.62;78.59;
01.04.1975;92.75;78.65;
02.04.1975;92.47;78.4;
03.04.1975;92.16;78.25;
04.04.1975;91.76;78.35;
07.04.1975;91.15;78.05;
08.04.1975;90.83;78.22;
09.04.1975;90.76;77.95;
10.04.1975;91.45;78.46;
11.04.1975;92.73;80.09;
14.04.1975;93.39;80.89;
15.04.1975;93.77;81.59;
16.04.1975;93.39;81.71;
17.04.1975;93.74;82.6;
18.04.1975;93.8;82.43;
21.04.1975;93.8;82.43;
22.04.1975;93.99;82.58;
23.04.1975;94.31;82.81;
24.04.1975;93.94;83.16;
25.04.1975;94.73;83.68;
28.04.1975;95.26;84.33;
29.04.1975;95.02;84.31;
30.04.1975;94.65;83.25;
01.05.1975;94.91;83.25;
02.05.1975;95.72;85.08;
05.05.1975;96.93;86.98;
06.05.1975;97.06;86.85;
07.05.1975;96.99;86.56;
08.05.1975;97.05;86.49;
09.05.1975;96.13;86.2;
12.05.1975;96.15;85.97;
13.05.1975;95.22;85.76;
14.05.1975;94.78;85.27;
15.05.1975;94.86;86.38;
16.05.1975;94.92;86.25;
19.05.1975;94.92;86.25;
20.05.1975;95.09;86.11;
21.05.1975;93.71;84.8;
22.05.1975;92.51;84.93;
23.05.1975;92.9;85.49;
26.05.1975;93.28;85.49;
27.05.1975;93.91;85.57;
28.05.1975;93.61;84.25;
29.05.1975;93.1;84.25;
30.05.1975;92.92;83.92;
02.06.1975;94.49;85.2;
03.06.1975;93.88;84.87;
04.06.1975;94.1;83.8;
05.06.1975;93.99;84.04;
06.06.1975;94.23;84.04;
09.06.1975;94.12;84.54;
10.06.1975;94.65;85.03;
11.06.1975;94.52;85.55;
12.06.1975;95.12;86.07;
13.06.1975;94.9;86.06;
16.06.1975;94.99;86.06;
17.06.1975;95.02;85.12;
18.06.1975;94.47;84.7;
19.06.1975;94.18;84.33;
20.06.1975;94.38;85.24;
23.06.1975;94.42;85.03;
24.06.1975;95;85.06;
25.06.1975;96.08;85.91;
26.06.1975;96.06;85.37;
27.06.1975;95.46;85.49;
30.06.1975;96.09;86.11;
01.07.1975;95.8;85.9;
02.07.1975;95.2;86.16;
03.07.1975;95.08;85.55;
04.07.1975;96.47;85.37;
07.07.1975;97.13;85.35;
08.07.1975;96.52;85.21;
09.07.1975;97.19;85.63;
10.07.1975;97.52;85.96;
11.07.1975;97.39;86.44;
14.07.1975;97.18;85.84;
15.07.1975;97.81;86.2;
16.07.1975;98.15;86.51;
17.07.1975;98.25;86.42;
18.07.1975;98.08;86.44;
21.07.1975;97.78;86.76;
22.07.1975;97.82;86.61;
23.07.1975;97.64;86.48;
24.07.1975;97.27;85.85;
25.07.1975;97.15;86.35;
28.07.1975;96.19;85.58;
29.07.1975;95.98;85.72;
30.07.1975;96.55;85.69;
31.07.1975;96.91;85.85;
01.08.1975;96.95;85.87;
04.08.1975;97.51;86.2;
05.08.1975;97.38;85.76;
06.08.1975;97.24;85.75;
07.08.1975;96.99;86.11;
08.08.1975;97.16;86.04;
11.08.1975;97.21;86.3;
12.08.1975;97.01;86.11;
13.08.1975;97.15;86.14;
14.08.1975;96.78;85.57;
15.08.1975;96.91;85.43;
18.08.1975;97.03;85.57;
19.08.1975;97.16;84.82;
20.08.1975;96.22;83.45;
21.08.1975;96.48;82.63;
22.08.1975;96.19;83.2;
25.08.1975;96.19;83.7;
26.08.1975;96.41;83.38;
27.08.1975;96.47;82.61;
28.08.1975;96.19;82.73;
29.08.1975;96.2;83.9;
01.09.1975;96.58;84.16;
02.09.1975;96.81;83.56;
03.09.1975;96.69;84.53;
04.09.1975;96.66;82.06;
05.09.1975;96.5;82.81;
08.09.1975;96.47;82.6;
09.09.1975;97.03;83.04;
10.09.1975;96.94;82.86;
11.09.1975;97;82.73;
12.09.1975;97.12;82.65;
15.09.1975;97.12;82.65;
16.09.1975;97.25;81.7;
17.09.1975;97.24;81.26;
18.09.1975;96.89;80.88;
19.09.1975;96.44;81.13;
22.09.1975;96.6;81.32;
23.09.1975;96.54;80.59;
24.09.1975;96.05;80.18;
25.09.1975;96.19;80.67;
26.09.1975;95.86;80;
29.09.1975;95.7;80.07;
30.09.1975;95.73;80.1;
01.10.1975;95.35;79.35;
02.10.1975;94.47;79.02;
03.10.1975;94.27;80.1;
06.10.1975;94.23;80.69;
07.10.1975;94.06;81.42;
08.10.1975;94;81.39;
09.10.1975;93.85;81.99;
10.10.1975;94.05;82.12;
13.10.1975;93.68;82.39;
14.10.1975;93.94;83.09;
15.10.1975;93.7;83.01;
16.10.1975;93.6;83.54;
17.10.1975;94.23;83.72;
20.10.1975;94.15;83.8;
21.10.1975;94.39;84.53;
22.10.1975;94.8;86.31;
23.10.1975;94.96;86.2;
24.10.1975;95.05;87.37;
27.10.1975;94.91;85.35;
28.10.1975;95.18;86.44;
29.10.1975;95.72;87.14;
30.10.1975;95.9;86.68;
31.10.1975;96.54;87.18;
03.11.1975;96.44;86.5;
04.11.1975;96.45;86.32;
05.11.1975;97.3;87.46;
06.11.1975;97.41;87.91;
07.11.1975;97.11;88;
10.11.1975;97.23;87.82;
11.11.1975;97.1;87.76;
12.11.1975;96.97;88.18;
13.11.1975;96.98;88.39;
14.11.1975;96.74;87.98;
17.11.1975;97.11;88.64;
18.11.1975;97.57;88.81;
19.11.1975;97.42;88.44;
20.11.1975;97.34;88.59;
21.11.1975;98.07;89.23;
24.11.1975;97.84;88.67;
25.11.1975;96.7;88.27;
26.11.1975;96.63;88.52;
27.11.1975;96.82;88.83;
28.11.1975;96.74;89.32;
01.12.1975;96.97;89.22;
02.12.1975;96.69;88.42;
03.12.1975;96.56;88.16;
04.12.1975;96.29;88;
05.12.1975;96.44;88.51;
08.12.1975;96.71;88.04;
09.12.1975;94.9;88.92;
10.12.1975;95.06;89.27;
11.12.1975;94.85;89.03;
12.12.1975;94.94;88.5;
15.12.1975;95.17;88.35;
16.12.1975;95.25;88.45;
17.12.1975;95.87;89.1;
18.12.1975;96.71;89.41;
19.12.1975;96.99;89.66;
22.12.1975;97.14;89.72;
23.12.1975;97.36;89.67;
24.12.1975;97.49;90.23;
25.12.1975;97.49;90.23;
26.12.1975;97.49;90.25;
29.12.1975;97.86;90.74;
30.12.1975;98.55;91.1;
31.12.1975;98.55;91.1;
01.01.1976;98.39;91.1;
02.01.1976;98.55;91.1;
05.01.1976;98.97;92.38;
06.01.1976;99.31;92.95;
07.01.1976;99.14;92.14;
08.01.1976;98.73;91.66;
09.01.1976;99.1;92.2;
12.01.1976;98.84;92.5;
13.01.1976;98.95;93.12;
14.01.1976;99.18;92.67;
15.01.1976;99.38;92.82;
16.01.1976;99.7;93.21;
19.01.1976;99.45;93.21;
20.01.1976;100.23;93.21;
21.01.1976;100.38;92.5;
22.01.1976;100.15;91.95;
23.01.1976;100.07;91.79;
26.01.1976;100.12;93.11;
27.01.1976;100.16;93.26;
28.01.1976;100.14;92.77;
29.01.1976;100.01;93.08;
30.01.1976;100.64;93.75;
02.02.1976;101.49;94.05;
03.02.1976;101.27;94.2;
04.02.1976;101.62;94.5;
05.02.1976;101.85;95.35;
06.02.1976;101.77;95.47;
09.02.1976;101.36;95.26;
10.02.1976;101.15;95.31;
11.02.1976;101.23;95.64;
12.02.1976;101.24;95.95;
13.02.1976;100.91;95.79;
16.02.1976;100.86;95.28;
17.02.1976;100.81;95.66;
18.02.1976;101.1;96.09;
19.02.1976;101.65;96.66;
20.02.1976;103.67;97.27;
23.02.1976;104.07;97.93;
24.02.1976;103.61;97.71;
25.02.1976;104.01;98.31;
26.02.1976;103.76;98.09;
27.02.1976;103.04;98;
01.03.1976;103.43;98.03;
02.03.1976;103.28;99.06;
03.03.1976;103.64;99.68;
04.03.1976;103.31;100.43;
05.03.1976;103.43;100.64;
08.03.1976;103.34;100.64;
09.03.1976;103.56;100.68;
10.03.1976;103.41;100.79;
11.03.1976;103.46;101.39;
12.03.1976;103.16;101.19;
15.03.1976;102.98;100.99;
16.03.1976;102.88;101.36;
17.03.1976;103.35;101.71;
18.03.1976;103.13;101.45;
19.03.1976;103.67;101.86;
22.03.1976;103.58;101.51;
23.03.1976;103.45;101.58;
24.03.1976;103.46;102.03;
25.03.1976;103.4;102.21;
26.03.1976;103.1;101.36;
29.03.1976;103.16;100.4;
30.03.1976;103.26;100.31;
31.03.1976;102.65;100.45;
01.04.1976;102.91;100.45;
02.04.1976;102.18;100.16;
05.04.1976;102.01;99.41;
06.04.1976;101.99;99.63;
07.04.1976;102.15;99.16;
08.04.1976;101.86;98.22;
09.04.1976;101.97;98.01;
12.04.1976;101.7;98.9;
13.04.1976;102.24;98.45;
14.04.1976;102.36;98.8;
15.04.1976;102.43;98.83;
16.04.1976;102.49;98.83;
19.04.1976;102.49;98.83;
20.04.1976;103.33;99.32;
21.04.1976;103.65;100;
22.04.1976;103.89;100.31;
23.04.1976;103.72;100.29;
26.04.1976;103.72;100.29;
27.04.1976;104;100.07;
28.04.1976;103.52;99.7;
29.04.1976;103.23;99.76;
30.04.1976;102.29;98.97;
03.05.1976;102.38;98.57;
04.05.1976;101.86;98.5;
05.05.1976;102.15;99.37;
