Name;SWITZ-DS Financials - PRICE INDEX;SWITZ-DS Industrials - PRICE INDEX;SWISS MARKET (SMI) - PRICE INDEX
27.07.1990;325.41;267.01;1755.8
30.07.1990;323.34;266.48;1744.1
31.07.1990;325.07;269.86;1762.2
01.08.1990;325.07;269.86;1762.2
02.08.1990;322.35;266.13;1732.7
03.08.1990;319.3;263.92;1695.1
06.08.1990;303.75;251.04;1571.1
07.08.1990;308.88;256.96;1629.3
08.08.1990;304.4;252.38;1595.4
09.08.1990;306.17;253.99;1610
10.08.1990;307.32;254.15;1607.6
13.08.1990;299.33;248.11;1564.7
14.08.1990;301;247.25;1576.5
15.08.1990;303.29;251.56;1610.1
16.08.1990;302.56;249.45;1600.8
17.08.1990;296.45;241.69;1559.8
20.08.1990;291.86;235.56;1548.8
21.08.1990;283.76;227.69;1493.1
22.08.1990;277.89;226.71;1494.7
23.08.1990;267.84;215.14;1423.6
24.08.1990;274.47;220.92;1476.5
27.08.1990;283.59;229.89;1544.6
28.08.1990;280.96;226.29;1513.3
29.08.1990;280.95;226.24;1522.5
30.08.1990;280.73;227.79;1534.4
31.08.1990;281.02;227.81;1530.6
03.09.1990;279.76;226.33;1527.6
04.09.1990;276.88;223.08;1508.8
05.09.1990;277.37;222.2;1508.9
06.09.1990;275.61;221.55;1504.1
07.09.1990;275.03;218.24;1493.3
10.09.1990;275.03;218.24;1520.4
11.09.1990;276.19;217.59;1506.9
12.09.1990;278.34;218.68;1519.6
13.09.1990;277.42;218.41;1514.6
14.09.1990;274.89;215.12;1492.9
17.09.1990;270.55;213.99;1487.4
18.09.1990;270.66;211.9;1471.6
19.09.1990;269.2;208.4;1468.3
20.09.1990;266.59;201.83;1444.9
21.09.1990;263.46;198.91;1438.3
24.09.1990;259.19;189.62;1399
25.09.1990;254.32;185.98;1369.7
26.09.1990;252.83;186.12;1373.4
27.09.1990;252.18;188.9;1386.1
28.09.1990;248.5;186.01;1351
01.10.1990;252.4;191.19;1400.4
02.10.1990;256.51;195.9;1437.2
03.10.1990;254.65;195.24;1428
04.10.1990;252.67;194.05;1411.3
05.10.1990;253.44;193.16;1408.6
08.10.1990;257.58;195.81;1447.2
09.10.1990;256.97;194.01;1429.3
10.10.1990;255.2;193.23;1420.9
11.10.1990;256.72;193.95;1435.1
12.10.1990;257.55;195.68;1444.8
15.10.1990;259.75;196.69;1454.1
16.10.1990;258.72;196.32;1450.9
17.10.1990;257.63;194.89;1442.3
18.10.1990;260.29;197.47;1470.2
19.10.1990;261.23;198.26;1484.5
22.10.1990;260.34;197.83;1481.8
23.10.1990;261.17;201.11;1499.1
24.10.1990;260.41;202.22;1494.8
25.10.1990;259.5;199.87;1475.1
26.10.1990;257;196.47;1442
29.10.1990;256.04;195.12;1436.7
30.10.1990;253.98;193.25;1423.8
31.10.1990;253.32;193.88;1417.9
01.11.1990;248.04;190.58;1390.7
02.11.1990;247.18;192.86;1397.4
05.11.1990;247.4;192.43;1399.6
06.11.1990;245.2;191.56;1387.8
07.11.1990;242.84;189.45;1380.8
08.11.1990;241.09;187.58;1377.6
09.11.1990;241.75;188.24;1387.1
12.11.1990;242.49;189.54;1407.5
13.11.1990;244.16;190.83;1415.2
14.11.1990;243.22;190.11;1410.3
15.11.1990;243.26;189;1405.7
16.11.1990;242.83;186.5;1395.2
19.11.1990;246.38;185.94;1416
20.11.1990;245.61;185.75;1405.8
21.11.1990;246.94;183.74;1398.4
22.11.1990;246.92;182.67;1388.8
23.11.1990;246.23;181.41;1385.6
26.11.1990;241.91;178.16;1353.7
27.11.1990;241.92;178.54;1357.1
28.11.1990;242.78;178.72;1366.6
29.11.1990;241.98;178.12;1368.3
30.11.1990;244.67;179.07;1384.9
03.12.1990;249.07;180.17;1409.4
04.12.1990;248.66;180.12;1403.1
05.12.1990;248.87;183.02;1411.4
06.12.1990;254.48;186.67;1450.3
07.12.1990;254.37;187.03;1444.5
10.12.1990;252.44;185.12;1427.1
11.12.1990;251.42;184.6;1413.9
12.12.1990;252.18;185.35;1419.9
13.12.1990;252.53;184.85;1417
14.12.1990;251.97;183.88;1407.6
17.12.1990;247.35;180.7;1388.4
18.12.1990;246.66;181.54;1393.4
19.12.1990;245.72;180.33;1386.7
20.12.1990;243.98;179.5;1371.2
21.12.1990;244.68;180.41;1387.9
24.12.1990;244.67;180.05;1387.4
25.12.1990;244.67;180.05;1387.4
26.12.1990;244.67;180.05;1387.4
27.12.1990;245.16;179.89;1384
28.12.1990;245.36;180.17;1383.1
31.12.1990;245.36;180.17;1389.3
01.01.1991;245.36;180.17;1389.3
02.01.1991;245.36;180.17;1389.3
03.01.1991;242.72;179.42;1372.1
04.01.1991;241.45;178.45;1371.7
07.01.1991;235.15;173.62;1340.3
08.01.1991;231.73;172.07;1326.4
09.01.1991;236.57;172.43;1349.9
10.01.1991;233.18;170.91;1331.5
11.01.1991;233.69;169.79;1320.9
14.01.1991;228.89;166.64;1287.6
15.01.1991;230.76;167.48;1296.7
16.01.1991;230.75;166.16;1289.4
17.01.1991;243.22;174.35;1363.4
18.01.1991;239.08;173.45;1354
21.01.1991;236.97;171.74;1331.1
22.01.1991;239.22;171.11;1336.8
23.01.1991;242.06;171.44;1350
24.01.1991;247.57;174.34;1387.8
25.01.1991;249.75;173.76;1400.6
28.01.1991;251.63;175.45;1413.9
29.01.1991;251.54;176.09;1412.2
30.01.1991;256.56;179.11;1438.6
31.01.1991;257.77;178.99;1434.3
01.02.1991;260.68;178.28;1448.1
04.02.1991;263.36;179.99;1462.9
05.02.1991;266.66;180.79;1472.5
06.02.1991;265.17;180.71;1455.1
07.02.1991;268;181.77;1463.3
08.02.1991;270.15;182.18;1477.9
11.02.1991;276.76;186.38;1515.7
12.02.1991;277.62;185.44;1515.1
13.02.1991;279.89;187.62;1540
14.02.1991;280.68;188.4;1537.2
15.02.1991;284.25;191.68;1558.9
18.02.1991;288.88;193.94;1579.9
19.02.1991;288.5;194.12;1574
20.02.1991;282.72;192.79;1537.6
21.02.1991;283.87;193.27;1560.6
22.02.1991;286.1;194.39;1571.7
25.02.1991;290.17;199.82;1603.2
26.02.1991;286.54;198.39;1576.6
27.02.1991;286.39;201.97;1589.5
28.02.1991;284.71;202.49;1578.7
01.03.1991;282.28;201.13;1559
04.03.1991;283.59;203.66;1580.6
05.03.1991;286.49;207.53;1591.8
06.03.1991;290.75;210;1625
07.03.1991;289.58;209.03;1622.9
08.03.1991;290.98;212.42;1643.2
11.03.1991;288.06;210.85;1622
12.03.1991;287.59;210.99;1616.8
13.03.1991;284.63;208.36;1592.3
14.03.1991;288.72;211.84;1632.6
15.03.1991;289.03;211.82;1629.3
18.03.1991;287.22;210.61;1610.6
19.03.1991;283.58;206.97;1586.5
20.03.1991;283.27;201.32;1577.3
21.03.1991;287.98;200.3;1599.8
22.03.1991;288.9;201.57;1611
25.03.1991;289.48;203.49;1615.7
26.03.1991;287.5;202.64;1613.6
27.03.1991;289.98;207.06;1650.6
28.03.1991;290.2;207.14;1649.4
29.03.1991;290.2;207.14;1649.4
01.04.1991;290.2;207.14;1649.4
02.04.1991;290.72;206.75;1653.1
03.04.1991;296.69;208.22;1677.3
04.04.1991;298.91;206.87;1676.9
05.04.1991;302.94;206.66;1690.3
08.04.1991;303.96;205.54;1693.9
09.04.1991;303.45;207.1;1695
10.04.1991;300.68;206.39;1671.1
11.04.1991;301.78;206.85;1673.6
12.04.1991;304.21;207.44;1688.7
15.04.1991;304.21;207.44;1695.4
16.04.1991;302.53;203.95;1665.3
17.04.1991;304.03;204.41;1683.4
18.04.1991;301.65;203.64;1676.5
19.04.1991;304.63;202.95;1677.2
22.04.1991;301.06;201.76;1656.1
23.04.1991;302.73;201.72;1675
24.04.1991;300.88;201.5;1670.6
25.04.1991;299.12;201.01;1662.7
26.04.1991;297.61;199.78;1660
29.04.1991;296.8;200.09;1669.7
30.04.1991;294.64;199.65;1659.5
01.05.1991;294.64;199.79;1659.5
02.05.1991;299.09;200.76;1677.2
03.05.1991;302.41;198.24;1664.2
06.05.1991;302.16;197.59;1657.3
07.05.1991;303.27;196.89;1665.8
08.05.1991;301.91;196.25;1645.8
09.05.1991;301.91;196.25;1645.8
10.05.1991;303.08;197.48;1661.9
13.05.1991;300.94;197.64;1654.3
14.05.1991;300.4;197.27;1653.3
15.05.1991;298.94;195.42;1647.8
16.05.1991;300.42;195.79;1654.8
17.05.1991;299.82;195.02;1659.5
20.05.1991;299.82;195.02;1659.5
21.05.1991;301.51;195.16;1675.9
22.05.1991;303.01;196.09;1689.4
23.05.1991;303.91;196.65;1692.4
24.05.1991;303.17;196.87;1691.9
27.05.1991;306.51;197.22;1710
28.05.1991;305.13;198.33;1723.5
29.05.1991;303.67;200.98;1717.1
30.05.1991;303.7;201.52;1714.7
31.05.1991;304.33;202.28;1740.8
03.06.1991;303.93;202.05;1733
04.06.1991;301.7;202.74;1723.2
05.06.1991;302.89;202.04;1730.2
06.06.1991;301.24;200.82;1723.6
07.06.1991;301.3;199.96;1723.6
10.06.1991;299.49;199.01;1712.6
11.06.1991;300.17;199.87;1717.6
12.06.1991;298.18;198.31;1699
13.06.1991;295.81;198.68;1688.6
14.06.1991;297.58;200.16;1710.9
17.06.1991;297.18;201.67;1722
18.06.1991;296.35;201.92;1723.5
19.06.1991;294.36;200.62;1708.1
20.06.1991;294.61;201.27;1706.2
21.06.1991;295.04;201.17;1713.3
24.06.1991;292.74;199.74;1693.4
25.06.1991;292.63;200.32;1694.5
26.06.1991;291.68;197.73;1686.5
27.06.1991;290.61;197.43;1677
28.06.1991;288.43;196.41;1664.3
01.07.1991;289.79;195.9;1678.1
02.07.1991;292.95;197.18;1688.5
03.07.1991;291.22;195.8;1678.6
04.07.1991;291.84;195.57;1684.1
05.07.1991;290.88;195.83;1686.6
08.07.1991;289.13;194.94;1671.6
09.07.1991;291.8;196.41;1682.9
10.07.1991;292.83;198.88;1703.6
11.07.1991;292.72;199.22;1697.5
12.07.1991;295.09;200.71;1716.3
15.07.1991;296.27;201.26;1723.8
16.07.1991;297.35;202.15;1730.5
17.07.1991;298.1;201.58;1727.4
18.07.1991;301.37;201.43;1733.3
19.07.1991;299.9;201.03;1734
22.07.1991;298.46;201.46;1728.3
23.07.1991;299.22;202.33;1737.1
24.07.1991;297.04;202.2;1723.1
25.07.1991;296.35;203.12;1723.6
26.07.1991;295.34;203.77;1719
29.07.1991;294.35;202.99;1721.2
30.07.1991;295.07;203.1;1725.3
31.07.1991;295.87;203.25;1727.2
01.08.1991;295.87;203.25;1727.2
02.08.1991;296.22;204.07;1731.6
05.08.1991;295.47;203.84;1724.1
06.08.1991;294.15;203.3;1716.9
07.08.1991;296.08;203.27;1723.4
08.08.1991;296.35;204.11;1723
09.08.1991;298.17;204.46;1728.4
12.08.1991;298.26;203.45;1722.1
13.08.1991;297.78;204.52;1724.5
14.08.1991;298.51;205.21;1733.6
15.08.1991;299.06;205.74;1739
16.08.1991;297.24;204.46;1726.2
19.08.1991;278.14;193.11;1587.4
20.08.1991;282.23;195.67;1630.6
21.08.1991;289.12;201.34;1685.5
22.08.1991;291.83;202.9;1701.3
23.08.1991;292.8;203.9;1718
26.08.1991;292.11;202.82;1726.2
27.08.1991;291.37;201.36;1716.6
28.08.1991;291.77;201.26;1725.8
29.08.1991;294.67;202.31;1737.4
30.08.1991;297.52;200.64;1736.6
02.09.1991;296.37;199.41;1732.4
03.09.1991;295.65;199.81;1731.2
04.09.1991;294.5;199.71;1726.9
05.09.1991;293.22;200.3;1727.8
06.09.1991;292.74;199.61;1720.2
09.09.1991;292.74;199.61;1715.4
10.09.1991;291.25;198.33;1708.7
11.09.1991;289.46;197.58;1713
12.09.1991;290.66;197.72;1713.5
13.09.1991;291.67;198.19;1718
16.09.1991;289.88;197.51;1701.7
17.09.1991;289.29;196.83;1701.7
18.09.1991;287.79;194.92;1684.9
19.09.1991;287.24;193.77;1687.2
20.09.1991;287.45;194.91;1690.6
23.09.1991;286.97;194;1684.3
24.09.1991;286.23;193.61;1679.9
25.09.1991;286.32;192.72;1672.9
26.09.1991;284.51;190.92;1663.1
27.09.1991;285.99;189.72;1669.3
30.09.1991;286.64;189.65;1664.7
01.10.1991;287.9;189.42;1672.3
02.10.1991;289.61;189.87;1687.7
03.10.1991;291.34;189.11;1686.8
04.10.1991;291.07;188.92;1686.6
07.10.1991;289.54;187.52;1675.8
08.10.1991;289.44;187.03;1677.4
09.10.1991;286.73;185.92;1673.2
10.10.1991;284.7;185.15;1665
11.10.1991;285.17;185.5;1671.3
14.10.1991;285.12;186.2;1672.4
15.10.1991;284.8;186.35;1676.2
16.10.1991;285.05;186.31;1692.6
17.10.1991;284.72;185.91;1696.5
18.10.1991;285.63;186.6;1716.1
21.10.1991;286.65;184.92;1713.3
22.10.1991;285.46;184.23;1705.1
23.10.1991;285.36;183.64;1711.3
24.10.1991;284.22;182.56;1709.8
25.10.1991;280.09;179.75;1688.6
28.10.1991;280.28;180.35;1698.9
29.10.1991;281.17;180.09;1700
30.10.1991;279.4;178.71;1693
31.10.1991;278.99;177.55;1683.9
01.11.1991;278.81;175.25;1679.2
04.11.1991;277.76;173.88;1673.9
05.11.1991;280.07;174.65;1683.9
06.11.1991;283.57;174.5;1688.4
07.11.1991;287.12;172.9;1693.9
08.11.1991;293;173.24;1720.9
11.11.1991;292.67;173.35;1717.9
12.11.1991;292.76;173.06;1733.6
13.11.1991;291.01;172.09;1729.7
14.11.1991;290.83;172.12;1735.6
15.11.1991;291.98;169.66;1734.1
18.11.1991;286.79;166.12;1699.3
19.11.1991;286.23;163.72;1678.6
20.11.1991;286.13;163.32;1675.5
21.11.1991;285.59;160.23;1670.1
22.11.1991;283.36;155.58;1652.2
25.11.1991;277.82;153.61;1635
26.11.1991;280.41;155.23;1654.9
27.11.1991;279.62;154.04;1642
28.11.1991;277.11;153.55;1638.7
29.11.1991;274.83;153.14;1622.6
02.12.1991;272.23;147.88;1596.1
03.12.1991;273.29;146.14;1612.4
04.12.1991;274.09;147.11;1625
05.12.1991;273.5;146.08;1610.5
06.12.1991;272.53;147.91;1606.6
09.12.1991;272.55;147.63;1610.7
10.12.1991;272.31;145.94;1603.1
11.12.1991;270.61;144.78;1591.5
12.12.1991;271.41;145.16;1605.2
13.12.1991;274.12;147.18;1621.4
16.12.1991;273.7;147.45;1622.5
17.12.1991;275.19;148.3;1626.6
18.12.1991;274.92;148.31;1627.4
19.12.1991;271.85;148.02;1614.9
20.12.1991;270.98;147.43;1602.3
23.12.1991;271.31;146.38;1598.3
24.12.1991;275.04;148.51;1627
25.12.1991;275.04;148.51;1627
26.12.1991;275.04;148.51;1627
27.12.1991;277.35;150.23;1655.7
30.12.1991;278.49;151.64;1670.1
31.12.1991;278.3;151.64;1670.1
01.01.1992;278.3;151.64;1670.1
02.01.1992;278.3;151.64;1670.1
03.01.1992;281.26;153.62;1704
06.01.1992;281.77;155.52;1711.8
07.01.1992;281.09;154.38;1700.5
08.01.1992;281.3;154.62;1690.3
09.01.1992;287.4;158.05;1715.4
10.01.1992;289.9;159.18;1723.5
13.01.1992;289.44;159.86;1719.4
14.01.1992;290.33;162.06;1734.4
15.01.1992;293.94;161.06;1772.8
16.01.1992;295.95;158.75;1760.3
17.01.1992;296.54;158.22;1747.2
20.01.1992;295.41;160.82;1750.2
21.01.1992;297.11;161.82;1755.3
22.01.1992;298.76;162.02;1754.6
23.01.1992;300.85;161.85;1751.2
24.01.1992;300.38;162.82;1752.5
27.01.1992;300.06;163.63;1769.4
28.01.1992;299.67;163.69;1767.6
29.01.1992;296.84;162.32;1750
30.01.1992;295.47;162.38;1747.1
31.01.1992;297.95;162.14;1753.5
03.02.1992;297.51;161.83;1752.8
04.02.1992;298.04;160.53;1752.9
05.02.1992;299.14;159.79;1764.7
06.02.1992;301.16;159.07;1776.8
07.02.1992;301.12;158.83;1779.3
10.02.1992;301.7;158.01;1785.1
11.02.1992;304.55;159.43;1798.2
12.02.1992;303.37;159.9;1794.1
13.02.1992;303.6;159.75;1795.2
14.02.1992;302.64;158.53;1780.4
17.02.1992;303.71;160.01;1789.5
18.02.1992;303.83;161.03;1794.2
19.02.1992;304.1;160.96;1784.4
20.02.1992;304.42;162.78;1800.1
21.02.1992;305.24;164.89;1804
24.02.1992;305.95;166.5;1816.2
25.02.1992;306.23;166.12;1810.5
26.02.1992;306.66;167.46;1821.9
27.02.1992;306.88;168.15;1828.2
28.02.1992;308.07;167.49;1840.6
02.03.1992;307.14;167.66;1841.1
03.03.1992;306.58;167.09;1846.3
04.03.1992;305.02;167.96;1850
05.03.1992;302.76;166.62;1839
06.03.1992;301.13;165.46;1820.2
09.03.1992;300.24;164.92;1815.2
10.03.1992;300.33;165.18;1820.6
11.03.1992;299.46;164.61;1807.1
12.03.1992;298.27;163.25;1791.4
13.03.1992;299.77;164.09;1806.2
16.03.1992;298.73;163.09;1798.7
17.03.1992;299.37;164.04;1818.2
18.03.1992;299.63;165.4;1820.5
19.03.1992;301.17;168.42;1833.3
20.03.1992;300.65;170.27;1837.1
23.03.1992;297.91;169.81;1818.2
24.03.1992;297.44;171.02;1824.1
25.03.1992;297.9;171.93;1830.1
26.03.1992;297.93;171.55;1835.6
27.03.1992;296.45;170.82;1828.7
30.03.1992;298.65;170.93;1839.2
31.03.1992;299.07;170.58;1837.2
01.04.1992;298.7;169.24;1826.7
02.04.1992;300.77;169.27;1838
03.04.1992;300.5;168.39;1829.1
06.04.1992;300.24;168.14;1843.1
07.04.1992;301.18;169.09;1850.5
08.04.1992;299.13;168.29;1827.1
09.04.1992;299.19;168.85;1829.1
10.04.1992;302.08;170.24;1848
13.04.1992;301.89;170.02;1840.5
14.04.1992;304.15;171.64;1853.8
15.04.1992;305.78;173.48;1874.1
16.04.1992;304.92;173.36;1871.3
17.04.1992;305.08;173.36;1871.3
20.04.1992;305.08;173.36;1871.3
21.04.1992;303.72;173.54;1860.5
22.04.1992;304.32;174.82;1874.7
23.04.1992;305.44;177.36;1880.1
24.04.1992;305.68;178.31;1874.7
27.04.1992;306.13;178.31;1875.6
28.04.1992;304.25;178.06;1859.5
29.04.1992;304.11;177.9;1874.2
30.04.1992;303.72;176.72;1880.1
01.05.1992;303.79;176.72;1880.1
04.05.1992;302.55;177.06;1907.7
05.05.1992;304.66;179.67;1920.5
06.05.1992;306.57;181.72;1937.3
07.05.1992;306.7;181.56;1936.8
08.05.1992;309.07;182.93;1949.1
11.05.1992;309.18;182.84;1963.7
12.05.1992;308.91;182.41;1950.8
13.05.1992;310.13;182.24;1953.5
14.05.1992;308.06;181.77;1945
15.05.1992;304.7;180.03;1921.1
18.05.1992;305.79;180.62;1939.1
19.05.1992;302.56;180.21;1928
20.05.1992;302.71;180.12;1933.4
21.05.1992;303.67;180.42;1925.7
22.05.1992;304.08;180.73;1931.7
25.05.1992;303.73;182.1;1928.7
26.05.1992;303.61;181.85;1924.5
27.05.1992;301.7;181.24;1914.2
28.05.1992;301.78;181.24;1914.2
29.05.1992;303.05;180.68;1920.6
01.06.1992;303.35;180.49;1923.3
02.06.1992;305.55;180.21;1930.4
03.06.1992;304.45;179.15;1915.2
04.06.1992;303.82;179.69;1916.9
05.06.1992;301.99;180.36;1913.8
08.06.1992;301.91;180.36;1913.8
09.06.1992;298.75;179.69;1899.7
10.06.1992;296.91;179.29;1888
11.06.1992;293.29;177.21;1868.8
12.06.1992;294.73;177.01;1879.9
15.06.1992;293.94;176.11;1865.7
16.06.1992;294.82;177.13;1881.3
17.06.1992;293.77;176.4;1873.1
18.06.1992;293.65;175.96;1862.5
19.06.1992;294.81;176.83;1869.3
22.06.1992;293.77;176.6;1846.9
23.06.1992;293.46;177.23;1847.1
24.06.1992;290.71;176.13;1838.3
25.06.1992;288.5;175.99;1845.8
26.06.1992;286.28;176.59;1835.5
29.06.1992;286.16;178.14;1846.6
30.06.1992;287.03;179.59;1854.8
01.07.1992;286.58;180.05;1845.3
02.07.1992;290.17;180.48;1854.5
03.07.1992;293.09;180.5;1870.5
06.07.1992;289.91;179.09;1862.6
07.07.1992;290.08;178.17;1856.6
08.07.1992;287.12;176.51;1837.6
09.07.1992;287.36;177.56;1846.7
10.07.1992;288.71;177.93;1856.5
13.07.1992;286.28;175.94;1841.8
14.07.1992;286.55;175.45;1835
15.07.1992;288.05;175.35;1844.4
16.07.1992;287.47;175.69;1838.9
17.07.1992;282.54;173.62;1805.6
20.07.1992;277.04;169.18;1756.6
21.07.1992;278.4;170.33;1786.1
22.07.1992;275.84;167.75;1757.1
23.07.1992;276.84;167.29;1762.8
24.07.1992;277.43;166.27;1756.8
27.07.1992;278.28;166.48;1761.9
28.07.1992;282.39;166.96;1778.5
29.07.1992;286.55;167.85;1812.7
30.07.1992;285.45;166.43;1806.1
31.07.1992;286.41;166.95;1798.1
03.08.1992;286.69;166.23;1794.9
04.08.1992;287.58;166.84;1805.4
05.08.1992;289.42;168.53;1820.3
06.08.1992;288.63;167.67;1819.6
07.08.1992;287.26;166.78;1809.6
10.08.1992;286.31;165.98;1799.9
11.08.1992;285.95;165.21;1800.3
12.08.1992;284.83;164.69;1793.3
13.08.1992;282.45;163.27;1784.8
14.08.1992;283.29;164.24;1791.7
17.08.1992;284.15;164.98;1800.2
18.08.1992;281.01;164.01;1788.6
19.08.1992;278.65;162.45;1775.7
20.08.1992;276.75;160.64;1753.5
21.08.1992;277.67;160.37;1768.2
24.08.1992;271.35;157.08;1727.9
25.08.1992;268.9;156.7;1709.6
26.08.1992;266.54;157.16;1704.6
27.08.1992;269.87;160.96;1740.6
28.08.1992;271.47;162.01;1745.7
31.08.1992;272.79;163.04;1751.7
01.09.1992;273.13;161.77;1747.3
02.09.1992;275.27;161.65;1757.8
03.09.1992;277.43;163.01;1774.2
04.09.1992;275.96;162.53;1774.4
07.09.1992;276.37;162.66;1788.3
08.09.1992;276.73;161.44;1788
09.09.1992;275.83;160.16;1779.1
10.09.1992;277.08;159.61;1792.8
11.09.1992;280.03;160.2;1812
14.09.1992;280.47;160.26;1871.7
15.09.1992;281.9;162.43;1851.4
16.09.1992;284.7;163.15;1873.4
17.09.1992;287.1;164.29;1889.6
18.09.1992;289.02;166.73;1897.5
21.09.1992;286.89;165.21;1888.8
22.09.1992;287.32;164.73;1900.4
23.09.1992;289.41;163.97;1913.4
24.09.1992;290.03;163.27;1909.9
25.09.1992;289.54;163.39;1910.8
28.09.1992;288.72;160.54;1879.2
29.09.1992;289.02;160.57;1880.2
30.09.1992;290.04;160.76;1878.3
01.10.1992;290.42;160.09;1885.2
02.10.1992;288.67;159.81;1867.6
05.10.1992;282.03;155.57;1788
06.10.1992;282.91;156.09;1820.5
07.10.1992;288.09;155.13;1858.2
08.10.1992;288.66;155.53;1870.3
09.10.1992;289.19;153.93;1878.4
12.10.1992;287.78;153.84;1881.5
13.10.1992;288.32;155.8;1893.2
14.10.1992;287.74;155.51;1889.3
15.10.1992;286.44;154.61;1877.3
16.10.1992;286.05;154.12;1884
19.10.1992;287.69;155.15;1904.7
20.10.1992;290.46;155.91;1922.7
21.10.1992;290.72;156.14;1908.5
22.10.1992;293.04;154.98;1911.4
23.10.1992;294.47;155.89;1921.1
26.10.1992;295.63;155.65;1930.8
27.10.1992;295.55;155.37;1927.8
28.10.1992;294.02;153.7;1908.3
29.10.1992;293.46;152.46;1905.9
30.10.1992;293.58;152.59;1911.1
02.11.1992;292.95;152.47;1921.6
03.11.1992;292.79;153.82;1933.6
04.11.1992;292.29;152.64;1942
05.11.1992;292.49;152.97;1951.5
06.11.1992;293.12;153.19;1955.7
09.11.1992;293.21;153.18;1957.4
10.11.1992;292.92;152.63;1962.3
11.11.1992;290.48;150.81;1946.1
12.11.1992;292.05;150.87;1950.2
13.11.1992;290.02;150.75;1929.7
16.11.1992;288.38;150.23;1913.4
17.11.1992;284.38;148.73;1889.5
18.11.1992;282.79;147.87;1882.8
19.11.1992;283.46;147.86;1895.4
20.11.1992;282.52;146.86;1897.9
23.11.1992;280.37;144.35;1891.5
24.11.1992;278;143.49;1880.1
25.11.1992;276.48;143.59;1887
26.11.1992;276.33;143.6;1891.4
27.11.1992;277.79;144.63;1914.6
30.11.1992;282.1;146.61;1931.2
01.12.1992;283.74;147.61;1929.2
02.12.1992;284.67;147.49;1924.3
03.12.1992;284.51;146.92;1927
04.12.1992;284.9;148.41;1935
07.12.1992;285.4;148.22;1947
08.12.1992;287.73;147.29;1962.2
09.12.1992;289.4;145.5;1980.7
10.12.1992;291.43;144.06;1987.7
11.12.1992;293.39;142.93;1993.7
14.12.1992;293.2;143.52;2015.7
15.12.1992;292.42;143.65;2005
16.12.1992;295.15;143.23;2023.9
17.12.1992;295.39;144.7;2028.5
18.12.1992;297;145.76;2044.9
21.12.1992;298.81;147.85;2045.8
22.12.1992;300.03;150.35;2057.3
23.12.1992;302.2;150.6;2061.7
24.12.1992;302.46;150.6;2061.7
25.12.1992;302.46;150.6;2061.7
28.12.1992;304.56;152.63;2092.3
29.12.1992;304.32;152.62;2090.1
30.12.1992;304.17;152.26;2105.4
31.12.1992;304.26;152.26;2105.4
01.01.1993;304.26;152.26;2105.4
04.01.1993;305.63;152.62;2117.7
05.01.1993;307.54;153.44;2128.2
06.01.1993;307.29;153.38;2124.7
07.01.1993;304.4;151.81;2079.9
08.01.1993;304.15;151.72;2074.9
11.01.1993;303.95;150.58;2046.4
12.01.1993;308.61;152.56;2079.4
13.01.1993;310.52;151.58;2076.7
14.01.1993;314.81;154.35;2104.5
15.01.1993;316.28;158.04;2101.3
18.01.1993;314.95;159.3;2084
19.01.1993;314.19;160.1;2063.9
20.01.1993;315.3;161.22;2062.7
21.01.1993;318.96;162.2;2089.9
22.01.1993;321.87;162.87;2102.9
25.01.1993;320.82;162.71;2086
26.01.1993;322.47;163.41;2085.9
27.01.1993;320.5;161.91;2064.1
28.01.1993;320.01;161.56;2072.7
29.01.1993;321;161.85;2091
01.02.1993;323.11;161.78;2120.2
02.02.1993;323.91;162.43;2120.4
03.02.1993;324.71;163.69;2117.6
04.02.1993;326.84;165.43;2123.6
05.02.1993;329.16;169.16;2132.2
08.02.1993;331.43;171.86;2137
09.02.1993;331.09;171.86;2134.8
10.02.1993;329.7;170.14;2121.4
11.02.1993;329.55;170.52;2127.5
12.02.1993;330.69;170.99;2135.5
15.02.1993;330.1;171.98;2144.8
16.02.1993;329.11;171.52;2131
17.02.1993;327.65;171.3;2112.9
18.02.1993;329.94;171.78;2131.3
19.02.1993;330.32;172.72;2117.8
22.02.1993;329.67;171.83;2096.1
23.02.1993;326.88;169.98;2051.5
24.02.1993;325.82;170.91;2065.7
25.02.1993;326.15;171.7;2061
26.02.1993;330.98;173.47;2100.6
01.03.1993;334.31;173.6;2120.5
02.03.1993;336.1;173.76;2130.9
03.03.1993;338.07;173.6;2142.4
04.03.1993;338.6;173;2139.5
05.03.1993;338.57;172.09;2134.6
08.03.1993;338.91;172.38;2132.2
09.03.1993;340.45;173.29;2150.1
10.03.1993;341.87;174.06;2157
11.03.1993;342.51;175.36;2165
12.03.1993;339.5;174.74;2127.2
15.03.1993;337.48;174.61;2157.2
16.03.1993;335.29;173.58;2150.8
17.03.1993;336.25;173.33;2139.1
18.03.1993;343.02;175.86;2154.7
19.03.1993;344.33;176.58;2182.4
22.03.1993;340.99;174.4;2161.3
23.03.1993;341.01;174.89;2166.3
24.03.1993;340.83;173.85;2146.8
25.03.1993;339.15;173.64;2135.7
26.03.1993;340.41;175.37;2160.9
29.03.1993;343.23;176.45;2175.7
30.03.1993;344.29;178.28;2188.9
31.03.1993;344.19;177.6;2190.3
01.04.1993;344.4;178.67;2188.4
02.04.1993;344.82;177.99;2190.3
05.04.1993;343.32;177.96;2184
06.04.1993;345.46;178.66;2196
07.04.1993;345.54;178.77;2184.9
